index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
6428,0.50-0.59,Faint,SI2,VG,GD,EX,-61.0,-62.0,-61.0,-59,-58,-58,-54,-54,-51,-48
6429,0.50-0.59,Faint,VS1,VG,GD,EX,-64.0,-62.0,-62.0,-58,-58,-55,-52,-52,-50,-50
6430,0.50-0.59,Faint,VS2,VG,GD,EX,-65.0,-64.0,-63.0,-59,-58,-55,-54,-55,-49,-50
6431,0.50-0.59,Faint,VVS1,VG,GD,EX,-64.0,-55.0,-55.0,-54,-58,-57,-53,-49,-49,-51
6432,0.50-0.59,Faint,VVS2,VG,GD,EX,-68.0,-62.0,-60.0,-56,-57,-56,-54,-53,-48,-51
6433,0.70-0.74,Faint,IF,VG,GD,EX,-56.0,-51.0,-46.0,-51,-57,-54,-50,-50,-45,-48
6434,0.70-0.74,Faint,SI1,VG,GD,EX,-62.0,-60.0,-55.0,-54,-52,-51,-48,-47,-50,-53
6435,0.70-0.74,Faint,SI2,VG,GD,EX,-62.0,-61.0,-59.0,-58,-54,-51,-50,-52,-50,-54
6436,0.70-0.74,Faint,VS1,VG,GD,EX,-57.0,-57.0,-55.0,-51,-56,-49,-47,-48,-50,-56
6437,0.70-0.74,Faint,VS2,VG,GD,EX,-61.0,-58.0,-56.0,-55,-54,-52,-49,-51,-51,-55
6438,0.70-0.74,Faint,VVS1,VG,GD,EX,-52.0,-51.0,-45.0,-52,-56,-54,-49,-47,-50,-49
6439,0.70-0.74,Faint,VVS2,VG,GD,EX,-57.0,-54.0,-50.0,-53,-57,-53,-49,-50,-49,-54
6440,0.75-0.79,Faint,IF,VG,GD,EX,-49.0,-44.0,-42.0,-45,-51,-48,-46,-42,-43,-44
6441,0.75-0.79,Faint,SI1,VG,GD,EX,-56.0,-53.0,-53.0,-47,-46,-42,-40,-45,-42,-50
6442,0.75-0.79,Faint,SI2,VG,GD,EX,-59.0,-55.0,-57.0,-51,-46,-46,-40,-46,-45,-46
6443,0.75-0.79,Faint,VS1,VG,GD,EX,-51.0,-50.0,-51.0,-47,-49,-44,-42,-44,-43,-48
6444,0.75-0.79,Faint,VS2,VG,GD,EX,-56.0,-57.0,-55.0,-50,-47,-43,-42,-44,-41,-50
6445,0.75-0.79,Faint,VVS1,VG,GD,EX,-46.0,-42.0,-40.0,-45,-51,-48,-44,-43,-40,-43
6446,0.75-0.79,Faint,VVS2,VG,GD,EX,-50.0,-49.0,-47.0,-51,-53,-47,-45,-44,-40,-49
6447,0.80-0.89,Faint,IF,VG,GD,EX,-44.0,-38.0,-35.0,-36,-41,-36,-37,-33,-37,-39
6448,0.80-0.89,Faint,SI1,VG,GD,EX,-46.0,-47.0,-44.0,-44,-42,-38,-38,-42,-41,-45
6449,0.80-0.89,Faint,SI2,VG,GD,EX,-48.0,-52.0,-50.0,-48,-45,-43,-39,-40,-42,-45
6450,0.80-0.89,Faint,VS1,VG,GD,EX,-43.0,-42.0,-41.0,-43,-43,-42,-38,-34,-41,-44
6451,0.80-0.89,Faint,VS2,VG,GD,EX,-43.0,-44.0,-43.0,-41,-42,-42,-36,-37,-40,-44
6452,0.80-0.89,Faint,VVS1,VG,GD,EX,-39.0,-36.0,-36.0,-35,-40,-38,-37,-35,-36,-42
6453,0.80-0.89,Faint,VVS2,VG,GD,EX,-42.0,-40.0,-41.0,-40,-43,-40,-37,-30,-40,-47
6454,0.90-0.94,Faint,IF,VG,GD,EX,-59.0,-57.0,-56.0,-58,-58,-49,-46,-47,-50,-53
6455,0.90-0.94,Faint,SI1,VG,GD,EX,-55.0,-51.0,-50.0,-48,-49,-49,-48,-45,-48,-50
6456,0.90-0.94,Faint,SI2,VG,GD,EX,-59.0,-57.0,-52.0,-53,-52,-47,-46,-49,-46,-47
6457,0.90-0.94,Faint,VS1,VG,GD,EX,-63.0,-59.0,-54.0,-53,-54,-51,-48,-47,-48,-49
6458,0.90-0.94,Faint,VS2,VG,GD,EX,-61.0,-56.0,-55.0,-52,-53,-51,-50,-49,-49,-48
6459,0.90-0.94,Faint,VVS1,VG,GD,EX,-59.0,-55.0,-53.0,-56,-58,-50,-47,-46,-50,-51
6460,0.90-0.94,Faint,VVS2,VG,GD,EX,-63.0,-58.0,-54.0,-56,-58,-53,-50,-50,-51,-50
6461,0.95-0.99,Faint,IF,VG,GD,EX,-50.0,-48.0,-47.0,-53,-52,-45,-40,-41,-44,-43
6462,0.95-0.99,Faint,SI1,VG,GD,EX,-46.0,-44.0,-45.0,-43,-43,-45,-45,-40,-40,-44
6463,0.95-0.99,Faint,SI2,VG,GD,EX,-52.0,-48.0,-47.0,-43,-44,-43,-42,-40,-41,-44
6464,0.95-0.99,Faint,VS1,VG,GD,EX,-53.0,-48.0,-45.0,-44,-44,-43,-41,-41,-42,-43
6465,0.95-0.99,Faint,VS2,VG,GD,EX,-45.0,-43.0,-46.0,-43,-47,-45,-47,-41,-41,-42
6466,0.95-0.99,Faint,VVS1,VG,GD,EX,-52.0,-49.0,-49.0,-49,-50,-46,-41,-41,-46,-47
6467,0.95-0.99,Faint,VVS2,VG,GD,EX,-54.0,-53.0,-48.0,-49,-48,-45,-44,-40,-46,-46
6468,0.30-0.34,Med,IF,EX,GD,EX,-61.0,-56.0,-55.0,-59,-58,-56,-56,-55,-50,-52
6469,0.30-0.34,Med,SI1,EX,GD,EX,-58.0,-59.0,-57.0,-51,-50,-52,-48,-48,-48,-46
6470,0.30-0.34,Med,SI2,EX,GD,EX,-58.0,-60.0,-56.0,-49,-49,-50,-46,-50,-50,-46
6471,0.30-0.34,Med,VS1,EX,GD,EX,-55.0,-58.0,-55.0,-52,-52,-52,-51,-48,-47,-48
6472,0.30-0.34,Med,VS2,EX,GD,EX,-59.0,-59.0,-56.0,-52,-51,-53,-51,-47,-48,-46
6473,0.30-0.34,Med,VVS1,EX,GD,EX,-58.0,-54.0,-53.0,-58,-56,-54,-54,-53,-49,-55
6474,0.30-0.34,Med,VVS2,EX,GD,EX,-59.0,-58.0,-57.0,-56,-55,-55,-55,-52,-51,-53
6475,0.35-0.39,Med,IF,EX,GD,EX,-56.0,-44.0,-49.0,-53,-53,-53,-52,-52,-50,-46
6476,0.35-0.39,Med,SI1,EX,GD,EX,-53.0,-57.0,-55.0,-52,-49,-47,-38,-45,-44,-45
6477,0.35-0.39,Med,SI2,EX,GD,EX,-55.0,-56.0,-54.0,-50,-50,-48,-43,-49,-45,-45
6478,0.35-0.39,Med,VS1,EX,GD,EX,-52.0,-57.0,-55.0,-52,-51,-50,-44,-47,-44,-45
6479,0.35-0.39,Med,VS2,EX,GD,EX,-55.0,-58.0,-56.0,-52,-49,-50,-42,-45,-46,-45
6480,0.35-0.39,Med,VVS1,EX,GD,EX,-52.0,-46.0,-49.0,-53,-52,-52,-49,-51,-49,-47
6481,0.35-0.39,Med,VVS2,EX,GD,EX,-55.0,-53.0,-52.0,-55,-53,-53,-48,-51,-48,-50
6482,0.40-0.44,Med,IF,EX,GD,EX,-47.0,-42.0,-42.0,-46,-43,-47,-46,-47,-44,-48
6483,0.40-0.44,Med,IF,EX,GD,EX,-47.0,-42.0,-42.0,-46,-43,-47,-46,-47,-44,-48
6484,0.40-0.44,Med,SI1,EX,GD,EX,-53.0,-50.0,-48.0,-44,-43,-44,-42,-45,-47,-44
6485,0.40-0.44,Med,SI1,EX,GD,EX,-53.0,-50.0,-48.0,-44,-43,-44,-42,-45,-47,-44
6486,0.40-0.44,Med,SI2,EX,GD,EX,-55.0,-55.0,-51.0,-47,-45,-44,-43,-42,-40,-42
6487,0.40-0.44,Med,SI2,EX,GD,EX,-55.0,-55.0,-51.0,-47,-45,-44,-43,-42,-40,-42
6488,0.40-0.44,Med,VS1,EX,GD,EX,-52.0,-48.0,-47.0,-44,-43,-50,-47,-46,-47,-47
6489,0.40-0.44,Med,VS1,EX,GD,EX,-52.0,-48.0,-47.0,-44,-43,-50,-47,-46,-47,-47
6490,0.40-0.44,Med,VS2,EX,GD,EX,-53.0,-52.0,-50.0,-46,-43,-50,-46,-46,-48,-45
6491,0.40-0.44,Med,VS2,EX,GD,EX,-53.0,-52.0,-50.0,-46,-43,-50,-46,-46,-48,-45
6492,0.40-0.44,Med,VVS1,EX,GD,EX,-46.0,-41.0,-42.0,-44,-43,-48,-48,-48,-43,-46
6493,0.40-0.44,Med,VVS1,EX,GD,EX,-46.0,-41.0,-42.0,-44,-43,-48,-48,-48,-43,-46
6494,0.40-0.44,Med,VVS2,EX,GD,EX,-50.0,-47.0,-45.0,-45,-44,-50,-48,-49,-49,-48
6495,0.40-0.44,Med,VVS2,EX,GD,EX,-50.0,-47.0,-45.0,-45,-44,-50,-48,-49,-49,-48
6496,0.45-0.49,Med,IF,EX,GD,EX,-41.0,-32.0,-30.0,-30,-33,-35,-32,-44,-38,-36
6497,0.45-0.49,Med,SI1,EX,GD,EX,-43.0,-39.0,-37.0,-34,-32,-34,-34,-35,-35,-40
6498,0.45-0.49,Med,SI2,EX,GD,EX,-49.0,-47.0,-43.0,-39,-36,-35,-34,-35,-34,-42
6499,0.45-0.49,Med,VS1,EX,GD,EX,-41.0,-37.0,-36.0,-31,-33,-37,-39,-37,-39,-41
6500,0.45-0.49,Med,VS2,EX,GD,EX,-37.0,-40.0,-39.0,-34,-31,-35,-36,-37,-37,-41
6501,0.45-0.49,Med,VVS1,EX,GD,EX,-37.0,-30.0,-30.0,-33,-34,-40,-36,-41,-36,-37
6502,0.45-0.49,Med,VVS2,EX,GD,EX,-44.0,-39.0,-36.0,-34,-35,-39,-42,-40,-39,-45
6503,0.50-0.59,Med,IF,EX,GD,EX,-57.0,-51.0,-52.0,-52,-56,-55,-50,-48,-49,-48
6504,0.50-0.59,Med,SI1,EX,GD,EX,-57.0,-58.0,-59.0,-57,-53,-53,-52,-50,-48,-50
6505,0.50-0.59,Med,SI2,EX,GD,EX,-56.0,-57.0,-58.0,-57,-55,-56,-52,-51,-48,-45
6506,0.50-0.59,Med,VS1,EX,GD,EX,-59.0,-58.0,-58.0,-56,-56,-54,-50,-50,-48,-48
6507,0.50-0.59,Med,VS2,EX,GD,EX,-60.0,-60.0,-59.0,-57,-56,-54,-52,-53,-47,-48
6508,0.50-0.59,Med,VVS1,EX,GD,EX,-57.0,-50.0,-52.0,-53,-56,-56,-52,-48,-48,-50
6509,0.50-0.59,Med,VVS2,EX,GD,EX,-61.0,-57.0,-57.0,-55,-55,-55,-53,-52,-47,-50
6510,0.70-0.74,Med,IF,EX,GD,EX,-53.0,-47.0,-45.0,-49,-54,-51,-48,-48,-43,-46
6511,0.70-0.74,Med,SI1,EX,GD,EX,-57.0,-56.0,-52.0,-51,-50,-48,-46,-44,-47,-50
6512,0.70-0.74,Med,SI2,EX,GD,EX,-57.0,-57.0,-56.0,-55,-52,-48,-48,-49,-47,-51
6513,0.70-0.74,Med,VS1,EX,GD,EX,-54.0,-55.0,-52.0,-49,-53,-47,-45,-47,-49,-55
6514,0.70-0.74,Med,VS2,EX,GD,EX,-58.0,-56.0,-53.0,-53,-51,-50,-47,-50,-50,-54
6515,0.70-0.74,Med,VVS1,EX,GD,EX,-49.0,-47.0,-44.0,-50,-53,-51,-47,-45,-48,-47
6516,0.70-0.74,Med,VVS2,EX,GD,EX,-54.0,-50.0,-49.0,-51,-54,-50,-47,-48,-47,-52
6517,0.75-0.79,Med,IF,EX,GD,EX,-46.0,-40.0,-38.0,-43,-48,-45,-43,-41,-42,-43
6518,0.75-0.79,Med,SI1,EX,GD,EX,-51.0,-49.0,-49.0,-45,-43,-40,-38,-44,-41,-49
6519,0.75-0.79,Med,SI2,EX,GD,EX,-54.0,-51.0,-53.0,-49,-43,-44,-38,-45,-44,-45
6520,0.75-0.79,Med,VS1,EX,GD,EX,-47.0,-46.0,-47.0,-45,-47,-41,-40,-43,-42,-47
6521,0.75-0.79,Med,VS2,EX,GD,EX,-52.0,-53.0,-51.0,-48,-45,-40,-40,-43,-40,-49
6522,0.75-0.79,Med,VVS1,EX,GD,EX,-43.0,-38.0,-36.0,-43,-48,-45,-41,-42,-39,-42
6523,0.75-0.79,Med,VVS2,EX,GD,EX,-47.0,-45.0,-43.0,-49,-50,-44,-42,-43,-39,-48
6524,0.80-0.89,Med,IF,EX,GD,EX,-40.0,-34.0,-32.0,-35,-40,-36,-36,-31,-35,-37
6525,0.80-0.89,Med,SI1,EX,GD,EX,-44.0,-45.0,-43.0,-43,-40,-36,-36,-41,-40,-44
6526,0.80-0.89,Med,SI2,EX,GD,EX,-46.0,-50.0,-49.0,-47,-43,-41,-37,-39,-41,-44
6527,0.80-0.89,Med,VS1,EX,GD,EX,-40.0,-39.0,-39.0,-42,-41,-41,-36,-32,-39,-42
6528,0.80-0.89,Med,VS2,EX,GD,EX,-40.0,-41.0,-41.0,-40,-40,-41,-34,-35,-38,-42
6529,0.80-0.89,Med,VVS1,EX,GD,EX,-35.0,-32.0,-33.0,-34,-39,-38,-36,-33,-34,-40
6530,0.80-0.89,Med,VVS2,EX,GD,EX,-38.0,-36.0,-38.0,-39,-42,-40,-36,-28,-38,-45
6531,0.90-0.94,Med,IF,EX,GD,EX,-56.0,-55.0,-55.0,-57,-57,-49,-47,-47,-50,-53
6532,0.90-0.94,Med,SI1,EX,GD,EX,-52.0,-50.0,-50.0,-48,-49,-51,-51,-47,-50,-52
6533,0.90-0.94,Med,SI2,EX,GD,EX,-56.0,-56.0,-52.0,-53,-52,-49,-49,-51,-48,-49
6534,0.90-0.94,Med,VS1,EX,GD,EX,-60.0,-57.0,-52.0,-52,-54,-52,-50,-48,-49,-50
6535,0.90-0.94,Med,VS2,EX,GD,EX,-58.0,-54.0,-53.0,-51,-53,-52,-52,-50,-50,-49
6536,0.90-0.94,Med,VVS1,EX,GD,EX,-56.0,-53.0,-52.0,-55,-57,-50,-48,-46,-50,-51
6537,0.90-0.94,Med,VVS2,EX,GD,EX,-60.0,-56.0,-53.0,-55,-57,-53,-51,-50,-51,-50
6538,0.95-0.99,Med,IF,EX,GD,EX,-52.0,-50.0,-49.0,-56,-54,-48,-43,-44,-47,-46
6539,0.95-0.99,Med,SI1,EX,GD,EX,-50.0,-48.0,-49.0,-47,-47,-49,-49,-44,-44,-48
6540,0.95-0.99,Med,SI2,EX,GD,EX,-56.0,-52.0,-51.0,-47,-48,-47,-46,-44,-45,-48
6541,0.95-0.99,Med,VS1,EX,GD,EX,-56.0,-52.0,-49.0,-48,-47,-47,-45,-46,-47,-48
6542,0.95-0.99,Med,VS2,EX,GD,EX,-48.0,-47.0,-50.0,-47,-50,-49,-51,-46,-46,-47
6543,0.95-0.99,Med,VVS1,EX,GD,EX,-54.0,-51.0,-51.0,-52,-52,-49,-44,-44,-49,-50
6544,0.95-0.99,Med,VVS2,EX,GD,EX,-56.0,-55.0,-50.0,-52,-50,-48,-47,-43,-49,-49
6545,0.30-0.34,Med,IF,VG,GD,EX,-69.0,-63.0,-61.0,-65,-64,-62,-62,-60,-55,-57
6546,0.30-0.34,Med,SI1,VG,GD,EX,-64.0,-65.0,-63.0,-57,-56,-58,-54,-53,-53,-51
6547,0.30-0.34,Med,SI2,VG,GD,EX,-64.0,-66.0,-62.0,-55,-55,-56,-52,-55,-55,-51
6548,0.30-0.34,Med,VS1,VG,GD,EX,-61.0,-64.0,-61.0,-58,-58,-58,-57,-53,-52,-53
6549,0.30-0.34,Med,VS2,VG,GD,EX,-65.0,-65.0,-62.0,-58,-57,-59,-57,-52,-53,-51
6550,0.30-0.34,Med,VVS1,VG,GD,EX,-66.0,-61.0,-59.0,-64,-62,-60,-60,-58,-54,-60
6551,0.30-0.34,Med,VVS2,VG,GD,EX,-67.0,-65.0,-63.0,-62,-61,-61,-61,-57,-56,-58
6552,0.35-0.39,Med,IF,VG,GD,EX,-66.0,-54.0,-57.0,-59,-60,-59,-58,-58,-56,-52
6553,0.35-0.39,Med,SI1,VG,GD,EX,-61.0,-65.0,-61.0,-58,-55,-53,-44,-50,-49,-50
6554,0.35-0.39,Med,SI2,VG,GD,EX,-63.0,-64.0,-60.0,-56,-56,-54,-49,-54,-50,-50
6555,0.35-0.39,Med,VS1,VG,GD,EX,-62.0,-65.0,-61.0,-58,-57,-56,-50,-53,-50,-51
6556,0.35-0.39,Med,VS2,VG,GD,EX,-65.0,-66.0,-62.0,-58,-55,-56,-48,-51,-52,-51
6557,0.35-0.39,Med,VVS1,VG,GD,EX,-62.0,-56.0,-57.0,-59,-59,-58,-55,-57,-55,-53
6558,0.35-0.39,Med,VVS2,VG,GD,EX,-65.0,-63.0,-60.0,-61,-60,-59,-54,-57,-54,-56
6559,0.40-0.44,Med,IF,VG,GD,EX,-54.0,-48.0,-48.0,-52,-49,-53,-53,-54,-51,-55
6560,0.40-0.44,Med,IF,VG,GD,EX,-54.0,-48.0,-48.0,-52,-49,-53,-53,-54,-51,-55
6561,0.40-0.44,Med,SI1,VG,GD,EX,-59.0,-56.0,-55.0,-51,-49,-50,-48,-50,-52,-49
6562,0.40-0.44,Med,SI1,VG,GD,EX,-59.0,-56.0,-55.0,-51,-49,-50,-48,-50,-52,-49
6563,0.40-0.44,Med,SI2,VG,GD,EX,-61.0,-61.0,-58.0,-54,-51,-50,-49,-47,-45,-47
6564,0.40-0.44,Med,SI2,VG,GD,EX,-61.0,-61.0,-58.0,-54,-51,-50,-49,-47,-45,-47
6565,0.40-0.44,Med,VS1,VG,GD,EX,-58.0,-54.0,-53.0,-50,-49,-56,-53,-52,-53,-53
6566,0.40-0.44,Med,VS1,VG,GD,EX,-58.0,-54.0,-53.0,-50,-49,-56,-53,-52,-53,-53
6567,0.40-0.44,Med,VS2,VG,GD,EX,-59.0,-58.0,-56.0,-52,-49,-56,-52,-52,-54,-51
6568,0.40-0.44,Med,VS2,VG,GD,EX,-59.0,-58.0,-56.0,-52,-49,-56,-52,-52,-54,-51
6569,0.40-0.44,Med,VVS1,VG,GD,EX,-53.0,-47.0,-48.0,-50,-49,-54,-55,-55,-50,-53
6570,0.40-0.44,Med,VVS1,VG,GD,EX,-53.0,-47.0,-48.0,-50,-49,-54,-55,-55,-50,-53
6571,0.40-0.44,Med,VVS2,VG,GD,EX,-57.0,-53.0,-51.0,-51,-50,-56,-55,-56,-56,-55
6572,0.40-0.44,Med,VVS2,VG,GD,EX,-57.0,-53.0,-51.0,-51,-50,-56,-55,-56,-56,-55
6573,0.45-0.49,Med,IF,VG,GD,EX,-54.0,-44.0,-41.0,-41,-43,-45,-42,-55,-49,-47
6574,0.45-0.49,Med,SI1,VG,GD,EX,-55.0,-50.0,-48.0,-45,-42,-44,-45,-45,-45,-50
6575,0.45-0.49,Med,SI2,VG,GD,EX,-61.0,-58.0,-54.0,-50,-46,-45,-45,-45,-44,-52
6576,0.45-0.49,Med,VS1,VG,GD,EX,-54.0,-49.0,-47.0,-42,-43,-47,-49,-47,-49,-51
6577,0.45-0.49,Med,VS2,VG,GD,EX,-50.0,-52.0,-50.0,-45,-41,-45,-46,-47,-47,-51
6578,0.45-0.49,Med,VVS1,VG,GD,EX,-50.0,-42.0,-41.0,-44,-44,-50,-46,-52,-47,-48
6579,0.45-0.49,Med,VVS2,VG,GD,EX,-57.0,-51.0,-47.0,-45,-45,-49,-52,-51,-50,-56
6580,0.50-0.59,Med,IF,VG,GD,EX,-68.0,-60.0,-59.0,-58,-63,-61,-55,-53,-54,-53
6581,0.50-0.59,Med,SI1,VG,GD,EX,-66.0,-67.0,-68.0,-63,-60,-59,-57,-55,-53,-55
6582,0.50-0.59,Med,SI2,VG,GD,EX,-65.0,-66.0,-67.0,-63,-62,-62,-57,-56,-53,-50
6583,0.50-0.59,Med,VS1,VG,GD,EX,-68.0,-66.0,-66.0,-63,-63,-59,-55,-55,-53,-53
6584,0.50-0.59,Med,VS2,VG,GD,EX,-69.0,-68.0,-67.0,-64,-63,-59,-57,-58,-52,-53
6585,0.50-0.59,Med,VVS1,VG,GD,EX,-68.0,-59.0,-59.0,-59,-63,-62,-57,-53,-53,-55
6586,0.50-0.59,Med,VVS2,VG,GD,EX,-70.0,-66.0,-64.0,-61,-62,-61,-58,-57,-52,-55
6587,0.70-0.74,Med,IF,VG,GD,EX,-61.0,-56.0,-52.0,-56,-61,-58,-54,-54,-49,-52
6588,0.70-0.74,Med,SI1,VG,GD,EX,-65.0,-64.0,-59.0,-57,-56,-54,-52,-51,-54,-57
6589,0.70-0.74,Med,SI2,VG,GD,EX,-65.0,-65.0,-63.0,-61,-58,-54,-54,-56,-54,-58
6590,0.70-0.74,Med,VS1,VG,GD,EX,-62.0,-63.0,-60.0,-56,-60,-54,-52,-53,-55,-61
6591,0.70-0.74,Med,VS2,VG,GD,EX,-66.0,-64.0,-61.0,-60,-58,-57,-54,-56,-56,-60
6592,0.70-0.74,Med,VVS1,VG,GD,EX,-57.0,-56.0,-51.0,-57,-60,-58,-53,-51,-54,-53
6593,0.70-0.74,Med,VVS2,VG,GD,EX,-62.0,-59.0,-56.0,-58,-61,-57,-53,-54,-53,-58
6594,0.75-0.79,Med,IF,VG,GD,EX,-54.0,-48.0,-46.0,-50,-55,-52,-50,-47,-48,-49
6595,0.75-0.79,Med,SI1,VG,GD,EX,-59.0,-57.0,-57.0,-52,-50,-47,-45,-50,-47,-55
6596,0.75-0.79,Med,SI2,VG,GD,EX,-62.0,-59.0,-61.0,-56,-50,-51,-45,-51,-50,-51
6597,0.75-0.79,Med,VS1,VG,GD,EX,-55.0,-54.0,-55.0,-52,-54,-48,-46,-48,-47,-52
6598,0.75-0.79,Med,VS2,VG,GD,EX,-60.0,-61.0,-59.0,-55,-52,-47,-46,-48,-45,-54
6599,0.75-0.79,Med,VVS1,VG,GD,EX,-51.0,-46.0,-44.0,-50,-55,-52,-48,-48,-45,-48
6600,0.75-0.79,Med,VVS2,VG,GD,EX,-55.0,-53.0,-51.0,-56,-57,-51,-49,-49,-45,-54
6601,0.80-0.89,Med,IF,VG,GD,EX,-49.0,-43.0,-41.0,-43,-48,-42,-43,-38,-42,-44
6602,0.80-0.89,Med,SI1,VG,GD,EX,-52.0,-53.0,-50.0,-50,-47,-43,-43,-47,-46,-50
6603,0.80-0.89,Med,SI2,VG,GD,EX,-54.0,-58.0,-56.0,-54,-50,-48,-44,-45,-47,-50
6604,0.80-0.89,Med,VS1,VG,GD,EX,-48.0,-47.0,-47.0,-50,-49,-47,-42,-38,-45,-48
6605,0.80-0.89,Med,VS2,VG,GD,EX,-48.0,-49.0,-49.0,-48,-48,-47,-40,-41,-44,-48
6606,0.80-0.89,Med,VVS1,VG,GD,EX,-44.0,-41.0,-42.0,-42,-47,-44,-43,-40,-41,-47
6607,0.80-0.89,Med,VVS2,VG,GD,EX,-47.0,-45.0,-47.0,-47,-50,-46,-43,-35,-45,-52
6608,0.90-0.94,Med,IF,VG,GD,EX,-66.0,-65.0,-65.0,-67,-67,-58,-55,-55,-58,-61
6609,0.90-0.94,Med,SI1,VG,GD,EX,-63.0,-60.0,-59.0,-57,-58,-59,-58,-54,-57,-59
6610,0.90-0.94,Med,SI2,VG,GD,EX,-67.0,-66.0,-61.0,-62,-61,-57,-56,-58,-55,-56
6611,0.90-0.94,Med,VS1,VG,GD,EX,-70.0,-67.0,-62.0,-62,-64,-61,-58,-56,-57,-58
6612,0.90-0.94,Med,VS2,VG,GD,EX,-68.0,-64.0,-63.0,-61,-63,-61,-60,-58,-58,-57
6613,0.90-0.94,Med,VVS1,VG,GD,EX,-66.0,-63.0,-62.0,-65,-67,-59,-56,-54,-58,-59
6614,0.90-0.94,Med,VVS2,VG,GD,EX,-70.0,-66.0,-63.0,-65,-67,-62,-59,-58,-59,-58
6615,0.95-0.99,Med,IF,VG,GD,EX,-61.0,-59.0,-58.0,-65,-63,-57,-52,-52,-55,-54
6616,0.95-0.99,Med,SI1,VG,GD,EX,-59.0,-57.0,-57.0,-56,-56,-58,-57,-51,-51,-55
6617,0.95-0.99,Med,SI2,VG,GD,EX,-65.0,-61.0,-59.0,-56,-57,-56,-54,-51,-52,-55
6618,0.95-0.99,Med,VS1,VG,GD,EX,-65.0,-61.0,-57.0,-57,-56,-56,-53,-52,-53,-54
6619,0.95-0.99,Med,VS2,VG,GD,EX,-57.0,-56.0,-58.0,-56,-59,-58,-59,-52,-52,-53
6620,0.95-0.99,Med,VVS1,VG,GD,EX,-63.0,-60.0,-60.0,-61,-61,-58,-53,-52,-57,-58
6621,0.95-0.99,Med,VVS2,VG,GD,EX,-65.0,-64.0,-59.0,-61,-59,-57,-56,-51,-57,-57
6622,0.30-0.34,Strong,IF,EX,GD,EX,-64.0,-59.0,-58.0,-61,-62,-61,-61,-60,-55,-57
6623,0.30-0.34,Strong,SI1,EX,GD,EX,-61.0,-62.0,-61.0,-56,-54,-56,-52,-52,-52,-50
6624,0.30-0.34,Strong,SI2,EX,GD,EX,-61.0,-63.0,-60.0,-54,-53,-54,-50,-54,-54,-50
6625,0.30-0.34,Strong,VS1,EX,GD,EX,-58.0,-61.0,-59.0,-56,-55,-56,-55,-53,-52,-53
6626,0.30-0.34,Strong,VS2,EX,GD,EX,-62.0,-62.0,-60.0,-56,-54,-57,-55,-52,-53,-51
6627,0.30-0.34,Strong,VVS1,EX,GD,EX,-61.0,-57.0,-56.0,-60,-60,-59,-59,-58,-54,-60
6628,0.30-0.34,Strong,VVS2,EX,GD,EX,-62.0,-61.0,-60.0,-58,-59,-60,-60,-57,-56,-58
6629,0.35-0.39,Strong,IF,EX,GD,EX,-61.0,-49.0,-54.0,-58,-58,-58,-57,-57,-55,-51
6630,0.35-0.39,Strong,SI1,EX,GD,EX,-58.0,-62.0,-60.0,-57,-54,-52,-43,-50,-49,-50
6631,0.35-0.39,Strong,SI2,EX,GD,EX,-60.0,-61.0,-59.0,-55,-55,-53,-48,-54,-50,-50
6632,0.35-0.39,Strong,VS1,EX,GD,EX,-57.0,-62.0,-60.0,-57,-56,-55,-49,-52,-49,-50
6633,0.35-0.39,Strong,VS2,EX,GD,EX,-60.0,-63.0,-61.0,-57,-54,-55,-47,-50,-51,-50
6634,0.35-0.39,Strong,VVS1,EX,GD,EX,-57.0,-51.0,-54.0,-58,-57,-57,-54,-56,-54,-52
6635,0.35-0.39,Strong,VVS2,EX,GD,EX,-60.0,-58.0,-57.0,-60,-58,-58,-53,-56,-53,-55
6636,0.40-0.44,Strong,IF,EX,GD,EX,-51.0,-46.0,-46.0,-50,-48,-52,-50,-51,-48,-52
6637,0.40-0.44,Strong,IF,EX,GD,EX,-51.0,-46.0,-46.0,-50,-48,-52,-50,-51,-48,-52
6638,0.40-0.44,Strong,SI1,EX,GD,EX,-57.0,-54.0,-52.0,-48,-47,-48,-46,-48,-50,-47
6639,0.40-0.44,Strong,SI1,EX,GD,EX,-57.0,-54.0,-52.0,-48,-47,-48,-46,-48,-50,-47
6640,0.40-0.44,Strong,SI2,EX,GD,EX,-59.0,-59.0,-55.0,-51,-49,-48,-47,-45,-43,-45
6641,0.40-0.44,Strong,SI2,EX,GD,EX,-59.0,-59.0,-55.0,-51,-49,-48,-47,-45,-43,-45
6642,0.40-0.44,Strong,VS1,EX,GD,EX,-56.0,-52.0,-51.0,-47,-46,-54,-51,-50,-51,-51
6643,0.40-0.44,Strong,VS1,EX,GD,EX,-56.0,-52.0,-51.0,-47,-46,-54,-51,-50,-51,-51
6644,0.40-0.44,Strong,VS2,EX,GD,EX,-57.0,-56.0,-54.0,-49,-46,-54,-50,-50,-52,-49
6645,0.40-0.44,Strong,VS2,EX,GD,EX,-57.0,-56.0,-54.0,-49,-46,-54,-50,-50,-52,-49
6646,0.40-0.44,Strong,VVS1,EX,GD,EX,-50.0,-45.0,-46.0,-48,-48,-53,-52,-52,-47,-50
