,Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size
7811,-0.6200000000000001,RO,E,SI1,EX,DD,DD,Very Strong,4.01-4.09
7812,-0.6100000000000001,RO,F,SI1,EX,DD,DD,Very Strong,4.01-4.09
7813,-0.6200000000000001,RO,G,SI1,EX,DD,DD,Very Strong,4.01-4.09
7814,-0.6200000000000001,RO,H,SI1,EX,DD,DD,Very Strong,4.01-4.09
7815,-0.6200000000000001,RO,I,SI1,EX,DD,DD,Very Strong,4.01-4.09
7816,-0.63,RO,J,SI1,EX,DD,DD,Very Strong,4.01-4.09
7817,-0.63,RO,K,SI1,EX,DD,DD,Very Strong,4.01-4.09
7818,-0.6000000000000001,RO,L,SI1,EX,DD,DD,Very Strong,4.01-4.09
7819,-0.6200000000000001,RO,M,SI1,EX,DD,DD,Very Strong,4.01-4.09
7820,-0.6100000000000001,RO,D,SI2,EX,DD,DD,Very Strong,4.01-4.09
7821,-0.6000000000000001,RO,E,SI2,EX,DD,DD,Very Strong,4.01-4.09
7822,-0.6000000000000001,RO,F,SI2,EX,DD,DD,Very Strong,4.01-4.09
7823,-0.6200000000000001,RO,G,SI2,EX,DD,DD,Very Strong,4.01-4.09
7824,-0.6200000000000001,RO,H,SI2,EX,DD,DD,Very Strong,4.01-4.09
7825,-0.6100000000000001,RO,I,SI2,EX,DD,DD,Very Strong,4.01-4.09
7826,-0.6200000000000001,RO,J,SI2,EX,DD,DD,Very Strong,4.01-4.09
7827,-0.6000000000000001,RO,K,SI2,EX,DD,DD,Very Strong,4.01-4.09
7828,-0.6000000000000001,RO,L,SI2,EX,DD,DD,Very Strong,4.01-4.09
7829,-0.5900000000000001,RO,M,SI2,EX,DD,DD,Very Strong,4.01-4.09
7830,-0.44999999999999996,RO,D,I1,EX,DD,DD,Very Strong,4.01-4.09
7831,-0.44999999999999996,RO,E,I1,EX,DD,DD,Very Strong,4.01-4.09
7832,-0.44999999999999996,RO,F,I1,EX,DD,DD,Very Strong,4.01-4.09
7833,-0.4200000000000001,RO,G,I1,EX,DD,DD,Very Strong,4.01-4.09
7834,-0.41,RO,H,I1,EX,DD,DD,Very Strong,4.01-4.09
7835,-0.41,RO,I,I1,EX,DD,DD,Very Strong,4.01-4.09
7836,-0.43,RO,J,I1,EX,DD,DD,Very Strong,4.01-4.09
7837,-0.42,RO,K,I1,EX,DD,DD,Very Strong,4.01-4.09
7838,-0.4699999999999999,RO,L,I1,EX,DD,DD,Very Strong,4.01-4.09
7839,-0.52,RO,M,I1,EX,DD,DD,Very Strong,4.01-4.09
7840,-0.7200000000000002,RO,D,IF,VG,DD,DD,Very Strong,4.01-4.09
7841,-0.7500000000000001,RO,E,IF,VG,DD,DD,Very Strong,4.01-4.09
7842,-0.73,RO,F,IF,VG,DD,DD,Very Strong,4.01-4.09
7843,-0.7000000000000002,RO,G,IF,VG,DD,DD,Very Strong,4.01-4.09
7844,-0.7000000000000002,RO,H,IF,VG,DD,DD,Very Strong,4.01-4.09
7845,-0.7000000000000002,RO,I,IF,VG,DD,DD,Very Strong,4.01-4.09
7846,-0.7200000000000002,RO,J,IF,VG,DD,DD,Very Strong,4.01-4.09
7847,-0.69,RO,K,IF,VG,DD,DD,Very Strong,4.01-4.09
7848,-0.69,RO,L,IF,VG,DD,DD,Very Strong,4.01-4.09
7849,-0.69,RO,M,IF,VG,DD,DD,Very Strong,4.01-4.09
7850,-0.7400000000000001,RO,D,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7851,-0.73,RO,E,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7852,-0.7100000000000002,RO,F,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7853,-0.6800000000000002,RO,G,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7854,-0.6800000000000002,RO,H,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7855,-0.6800000000000002,RO,I,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7856,-0.7100000000000002,RO,J,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7857,-0.6800000000000002,RO,K,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7858,-0.67,RO,L,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7859,-0.67,RO,M,VVS1,VG,DD,DD,Very Strong,4.01-4.09
7860,-0.7100000000000002,RO,D,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7861,-0.7100000000000002,RO,E,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7862,-0.69,RO,F,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7863,-0.6700000000000002,RO,G,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7864,-0.6600000000000001,RO,H,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7865,-0.6700000000000002,RO,I,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7866,-0.69,RO,J,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7867,-0.6800000000000002,RO,K,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7868,-0.6600000000000001,RO,L,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7869,-0.67,RO,M,VVS2,VG,DD,DD,Very Strong,4.01-4.09
7870,-0.6700000000000002,RO,D,VS1,VG,DD,DD,Very Strong,4.01-4.09
7871,-0.6800000000000002,RO,E,VS1,VG,DD,DD,Very Strong,4.01-4.09
7872,-0.68,RO,F,VS1,VG,DD,DD,Very Strong,4.01-4.09
7873,-0.6600000000000001,RO,G,VS1,VG,DD,DD,Very Strong,4.01-4.09
7874,-0.6600000000000001,RO,H,VS1,VG,DD,DD,Very Strong,4.01-4.09
7875,-0.6600000000000001,RO,I,VS1,VG,DD,DD,Very Strong,4.01-4.09
7876,-0.6800000000000002,RO,J,VS1,VG,DD,DD,Very Strong,4.01-4.09
7877,-0.6800000000000002,RO,K,VS1,VG,DD,DD,Very Strong,4.01-4.09
7878,-0.6600000000000001,RO,L,VS1,VG,DD,DD,Very Strong,4.01-4.09
7879,-0.6600000000000001,RO,M,VS1,VG,DD,DD,Very Strong,4.01-4.09
7880,-0.6700000000000002,RO,D,VS2,VG,DD,DD,Very Strong,4.01-4.09
7881,-0.6600000000000001,RO,E,VS2,VG,DD,DD,Very Strong,4.01-4.09
7882,-0.67,RO,F,VS2,VG,DD,DD,Very Strong,4.01-4.09
7883,-0.6500000000000001,RO,G,VS2,VG,DD,DD,Very Strong,4.01-4.09
7884,-0.6500000000000001,RO,H,VS2,VG,DD,DD,Very Strong,4.01-4.09
7885,-0.6400000000000001,RO,I,VS2,VG,DD,DD,Very Strong,4.01-4.09
7886,-0.67,RO,J,VS2,VG,DD,DD,Very Strong,4.01-4.09
7887,-0.6600000000000001,RO,K,VS2,VG,DD,DD,Very Strong,4.01-4.09
7888,-0.6600000000000001,RO,L,VS2,VG,DD,DD,Very Strong,4.01-4.09
7889,-0.6500000000000001,RO,M,VS2,VG,DD,DD,Very Strong,4.01-4.09
7890,-0.6600000000000001,RO,D,SI1,VG,DD,DD,Very Strong,4.01-4.09
7891,-0.6600000000000001,RO,E,SI1,VG,DD,DD,Very Strong,4.01-4.09
7892,-0.6500000000000001,RO,F,SI1,VG,DD,DD,Very Strong,4.01-4.09
7893,-0.6600000000000001,RO,G,SI1,VG,DD,DD,Very Strong,4.01-4.09
7894,-0.6600000000000001,RO,H,SI1,VG,DD,DD,Very Strong,4.01-4.09
7895,-0.6600000000000001,RO,I,SI1,VG,DD,DD,Very Strong,4.01-4.09
7896,-0.67,RO,J,SI1,VG,DD,DD,Very Strong,4.01-4.09
7897,-0.67,RO,K,SI1,VG,DD,DD,Very Strong,4.01-4.09
7898,-0.64,RO,L,SI1,VG,DD,DD,Very Strong,4.01-4.09
7899,-0.6600000000000001,RO,M,SI1,VG,DD,DD,Very Strong,4.01-4.09
7900,-0.6500000000000001,RO,D,SI2,VG,DD,DD,Very Strong,4.01-4.09
7901,-0.6400000000000001,RO,E,SI2,VG,DD,DD,Very Strong,4.01-4.09
7902,-0.6400000000000001,RO,F,SI2,VG,DD,DD,Very Strong,4.01-4.09
7903,-0.6600000000000001,RO,G,SI2,VG,DD,DD,Very Strong,4.01-4.09
7904,-0.6600000000000001,RO,H,SI2,VG,DD,DD,Very Strong,4.01-4.09
7905,-0.6500000000000001,RO,I,SI2,VG,DD,DD,Very Strong,4.01-4.09
7906,-0.6600000000000001,RO,J,SI2,VG,DD,DD,Very Strong,4.01-4.09
7907,-0.65,RO,K,SI2,VG,DD,DD,Very Strong,4.01-4.09
7908,-0.64,RO,L,SI2,VG,DD,DD,Very Strong,4.01-4.09
7909,-0.6300000000000001,RO,M,SI2,VG,DD,DD,Very Strong,4.01-4.09
7910,-0.48999999999999994,RO,D,I1,VG,DD,DD,Very Strong,4.01-4.09
7911,-0.48999999999999994,RO,E,I1,VG,DD,DD,Very Strong,4.01-4.09
7912,-0.48999999999999994,RO,F,I1,VG,DD,DD,Very Strong,4.01-4.09
7913,-0.46,RO,G,I1,VG,DD,DD,Very Strong,4.01-4.09
7914,-0.45,RO,H,I1,VG,DD,DD,Very Strong,4.01-4.09
7915,-0.45,RO,I,I1,VG,DD,DD,Very Strong,4.01-4.09
7916,-0.4800000000000001,RO,J,I1,VG,DD,DD,Very Strong,4.01-4.09
7917,-0.4800000000000001,RO,K,I1,VG,DD,DD,Very Strong,4.01-4.09
7918,-0.5099999999999999,RO,L,I1,VG,DD,DD,Very Strong,4.01-4.09
7919,-0.56,RO,M,I1,VG,DD,DD,Very Strong,4.01-4.09
7920,-0.7600000000000002,RO,D,IF,GD,DD,DD,Very Strong,4.01-4.09
7921,-0.7900000000000001,RO,E,IF,GD,DD,DD,Very Strong,4.01-4.09
7922,-0.7700000000000001,RO,F,IF,GD,DD,DD,Very Strong,4.01-4.09
7923,-0.7700000000000001,RO,G,IF,GD,DD,DD,Very Strong,4.01-4.09
7924,-0.7600000000000001,RO,H,IF,GD,DD,DD,Very Strong,4.01-4.09
7925,-0.7600000000000001,RO,I,IF,GD,DD,DD,Very Strong,4.01-4.09
7926,-0.77,RO,J,IF,GD,DD,DD,Very Strong,4.01-4.09
7927,-0.79,RO,K,IF,GD,DD,DD,Very Strong,4.01-4.09
7928,-0.78,RO,L,IF,GD,DD,DD,Very Strong,4.01-4.09
7929,-0.78,RO,M,IF,GD,DD,DD,Very Strong,4.01-4.09
7930,-0.7800000000000001,RO,D,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7931,-0.7800000000000001,RO,E,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7932,-0.7500000000000003,RO,F,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7933,-0.76,RO,G,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7934,-0.75,RO,H,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7935,-0.75,RO,I,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7936,-0.76,RO,J,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7937,-0.78,RO,K,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7938,-0.7699999999999999,RO,L,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7939,-0.7699999999999999,RO,M,VVS1,GD,DD,DD,Very Strong,4.01-4.09
7940,-0.7500000000000003,RO,D,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7941,-0.7500000000000003,RO,E,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7942,-0.73,RO,F,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7943,-0.75,RO,G,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7944,-0.74,RO,H,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7945,-0.74,RO,I,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7946,-0.75,RO,J,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7947,-0.76,RO,K,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7948,-0.76,RO,L,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7949,-0.7599999999999999,RO,M,VVS2,GD,DD,DD,Very Strong,4.01-4.09
7950,-0.7100000000000002,RO,D,VS1,GD,DD,DD,Very Strong,4.01-4.09
7951,-0.7200000000000002,RO,E,VS1,GD,DD,DD,Very Strong,4.01-4.09
7952,-0.7,RO,F,VS1,GD,DD,DD,Very Strong,4.01-4.09
7953,-0.73,RO,G,VS1,GD,DD,DD,Very Strong,4.01-4.09
7954,-0.74,RO,H,VS1,GD,DD,DD,Very Strong,4.01-4.09
7955,-0.73,RO,I,VS1,GD,DD,DD,Very Strong,4.01-4.09
7956,-0.74,RO,J,VS1,GD,DD,DD,Very Strong,4.01-4.09
7957,-0.75,RO,K,VS1,GD,DD,DD,Very Strong,4.01-4.09
7958,-0.74,RO,L,VS1,GD,DD,DD,Very Strong,4.01-4.09
7959,-0.75,RO,M,VS1,GD,DD,DD,Very Strong,4.01-4.09
7960,-0.7100000000000002,RO,D,VS2,GD,DD,DD,Very Strong,4.01-4.09
7961,-0.7000000000000002,RO,E,VS2,GD,DD,DD,Very Strong,4.01-4.09
7962,-0.6900000000000002,RO,F,VS2,GD,DD,DD,Very Strong,4.01-4.09
7963,-0.7,RO,G,VS2,GD,DD,DD,Very Strong,4.01-4.09
7964,-0.71,RO,H,VS2,GD,DD,DD,Very Strong,4.01-4.09
7965,-0.72,RO,I,VS2,GD,DD,DD,Very Strong,4.01-4.09
7966,-0.7299999999999999,RO,J,VS2,GD,DD,DD,Very Strong,4.01-4.09
7967,-0.74,RO,K,VS2,GD,DD,DD,Very Strong,4.01-4.09
7968,-0.73,RO,L,VS2,GD,DD,DD,Very Strong,4.01-4.09
7969,-0.74,RO,M,VS2,GD,DD,DD,Very Strong,4.01-4.09
7970,-0.7000000000000002,RO,D,SI1,GD,DD,DD,Very Strong,4.01-4.09
7971,-0.7000000000000002,RO,E,SI1,GD,DD,DD,Very Strong,4.01-4.09
7972,-0.6900000000000002,RO,F,SI1,GD,DD,DD,Very Strong,4.01-4.09
7973,-0.71,RO,G,SI1,GD,DD,DD,Very Strong,4.01-4.09
7974,-0.7000000000000002,RO,H,SI1,GD,DD,DD,Very Strong,4.01-4.09
7975,-0.7000000000000002,RO,I,SI1,GD,DD,DD,Very Strong,4.01-4.09
7976,-0.71,RO,J,SI1,GD,DD,DD,Very Strong,4.01-4.09
7977,-0.7099999999999999,RO,K,SI1,GD,DD,DD,Very Strong,4.01-4.09
7978,-0.72,RO,L,SI1,GD,DD,DD,Very Strong,4.01-4.09
7979,-0.73,RO,M,SI1,GD,DD,DD,Very Strong,4.01-4.09
7980,-0.6900000000000002,RO,D,SI2,GD,DD,DD,Very Strong,4.01-4.09
7981,-0.6800000000000002,RO,E,SI2,GD,DD,DD,Very Strong,4.01-4.09
7982,-0.6800000000000002,RO,F,SI2,GD,DD,DD,Very Strong,4.01-4.09
7983,-0.72,RO,G,SI2,GD,DD,DD,Very Strong,4.01-4.09
7984,-0.7000000000000002,RO,H,SI2,GD,DD,DD,Very Strong,4.01-4.09
7985,-0.6900000000000002,RO,I,SI2,GD,DD,DD,Very Strong,4.01-4.09
7986,-0.7000000000000003,RO,J,SI2,GD,DD,DD,Very Strong,4.01-4.09
7987,-0.72,RO,K,SI2,GD,DD,DD,Very Strong,4.01-4.09
7988,-0.71,RO,L,SI2,GD,DD,DD,Very Strong,4.01-4.09
7989,-0.7,RO,M,SI2,GD,DD,DD,Very Strong,4.01-4.09
7990,-0.5299999999999999,RO,D,I1,GD,DD,DD,Very Strong,4.01-4.09
7991,-0.5299999999999999,RO,E,I1,GD,DD,DD,Very Strong,4.01-4.09
7992,-0.5299999999999999,RO,F,I1,GD,DD,DD,Very Strong,4.01-4.09
7993,-0.5700000000000001,RO,G,I1,GD,DD,DD,Very Strong,4.01-4.09
7994,-0.54,RO,H,I1,GD,DD,DD,Very Strong,4.01-4.09
7995,-0.53,RO,I,I1,GD,DD,DD,Very Strong,4.01-4.09
7996,-0.54,RO,J,I1,GD,DD,DD,Very Strong,4.01-4.09
7997,-0.5800000000000001,RO,K,I1,GD,DD,DD,Very Strong,4.01-4.09
7998,-0.6,RO,L,I1,GD,DD,DD,Very Strong,4.01-4.09
7999,-0.6300000000000001,RO,M,I1,GD,DD,DD,Very Strong,4.01-4.09
8000,-0.36,RO,D,IF,EX,EX,EX,None,5.01-5.09
8001,-0.39,RO,E,IF,EX,EX,EX,None,5.01-5.09
8002,-0.38,RO,F,IF,EX,EX,EX,None,5.01-5.09
8003,-0.37,RO,G,IF,EX,EX,EX,None,5.01-5.09
8004,-0.37,RO,H,IF,EX,EX,EX,None,5.01-5.09
8005,-0.38,RO,I,IF,EX,EX,EX,None,5.01-5.09
8006,-0.4,RO,J,IF,EX,EX,EX,None,5.01-5.09
8007,-0.39,RO,K,IF,EX,EX,EX,None,5.01-5.09
8008,-0.39,RO,L,IF,EX,EX,EX,None,5.01-5.09
8009,-0.39,RO,M,IF,EX,EX,EX,None,5.01-5.09
8010,-0.37,RO,D,VVS1,EX,EX,EX,None,5.01-5.09
8011,-0.37,RO,E,VVS1,EX,EX,EX,None,5.01-5.09
8012,-0.36,RO,F,VVS1,EX,EX,EX,None,5.01-5.09
8013,-0.35,RO,G,VVS1,EX,EX,EX,None,5.01-5.09
8014,-0.35,RO,H,VVS1,EX,EX,EX,None,5.01-5.09
8015,-0.36,RO,I,VVS1,EX,EX,EX,None,5.01-5.09
8016,-0.39,RO,J,VVS1,EX,EX,EX,None,5.01-5.09
8017,-0.37,RO,K,VVS1,EX,EX,EX,None,5.01-5.09
8018,-0.37,RO,L,VVS1,EX,EX,EX,None,5.01-5.09
8019,-0.36,RO,M,VVS1,EX,EX,EX,None,5.01-5.09
8020,-0.37,RO,D,VVS2,EX,EX,EX,None,5.01-5.09
8021,-0.34,RO,E,VVS2,EX,EX,EX,None,5.01-5.09
8022,-0.35,RO,F,VVS2,EX,EX,EX,None,5.01-5.09
8023,-0.35,RO,G,VVS2,EX,EX,EX,None,5.01-5.09
8024,-0.34,RO,H,VVS2,EX,EX,EX,None,5.01-5.09
8025,-0.34,RO,I,VVS2,EX,EX,EX,None,5.01-5.09
8026,-0.38,RO,J,VVS2,EX,EX,EX,None,5.01-5.09
8027,-0.36,RO,K,VVS2,EX,EX,EX,None,5.01-5.09
8028,-0.36,RO,L,VVS2,EX,EX,EX,None,5.01-5.09
8029,-0.35,RO,M,VVS2,EX,EX,EX,None,5.01-5.09
8030,-0.34,RO,D,VS1,EX,EX,EX,None,5.01-5.09
8031,-0.33,RO,E,VS1,EX,EX,EX,None,5.01-5.09
8032,-0.33,RO,F,VS1,EX,EX,EX,None,5.01-5.09
8033,-0.32,RO,G,VS1,EX,EX,EX,None,5.01-5.09
8034,-0.32,RO,H,VS1,EX,EX,EX,None,5.01-5.09
8035,-0.31,RO,I,VS1,EX,EX,EX,None,5.01-5.09
8036,-0.36,RO,J,VS1,EX,EX,EX,None,5.01-5.09
8037,-0.34,RO,K,VS1,EX,EX,EX,None,5.01-5.09
8038,-0.33,RO,L,VS1,EX,EX,EX,None,5.01-5.09
8039,-0.33,RO,M,VS1,EX,EX,EX,None,5.01-5.09
8040,-0.32,RO,D,VS2,EX,EX,EX,None,5.01-5.09
8041,-0.34,RO,E,VS2,EX,EX,EX,None,5.01-5.09
8042,-0.32,RO,F,VS2,EX,EX,EX,None,5.01-5.09
8043,-0.31,RO,G,VS2,EX,EX,EX,None,5.01-5.09
8044,-0.31,RO,H,VS2,EX,EX,EX,None,5.01-5.09
8045,-0.31,RO,I,VS2,EX,EX,EX,None,5.01-5.09
8046,-0.36,RO,J,VS2,EX,EX,EX,None,5.01-5.09
8047,-0.33,RO,K,VS2,EX,EX,EX,None,5.01-5.09
8048,-0.31999999999999995,RO,L,VS2,EX,EX,EX,None,5.01-5.09
8049,-0.31999999999999995,RO,M,VS2,EX,EX,EX,None,5.01-5.09
8050,-0.33,RO,D,SI1,EX,EX,EX,None,5.01-5.09
8051,-0.33,RO,E,SI1,EX,EX,EX,None,5.01-5.09
8052,-0.33,RO,F,SI1,EX,EX,EX,None,5.01-5.09
8053,-0.33,RO,G,SI1,EX,EX,EX,None,5.01-5.09
8054,-0.32,RO,H,SI1,EX,EX,EX,None,5.01-5.09
8055,-0.32,RO,I,SI1,EX,EX,EX,None,5.01-5.09
8056,-0.35,RO,J,SI1,EX,EX,EX,None,5.01-5.09
8057,-0.33,RO,K,SI1,EX,EX,EX,None,5.01-5.09
8058,-0.34,RO,L,SI1,EX,EX,EX,None,5.01-5.09
8059,-0.33,RO,M,SI1,EX,EX,EX,None,5.01-5.09
8060,-0.32,RO,D,SI2,EX,EX,EX,None,5.01-5.09
8061,-0.34,RO,E,SI2,EX,EX,EX,None,5.01-5.09
8062,-0.32,RO,F,SI2,EX,EX,EX,None,5.01-5.09
8063,-0.32,RO,G,SI2,EX,EX,EX,None,5.01-5.09
8064,-0.31,RO,H,SI2,EX,EX,EX,None,5.01-5.09
8065,-0.32,RO,I,SI2,EX,EX,EX,None,5.01-5.09
8066,-0.36,RO,J,SI2,EX,EX,EX,None,5.01-5.09
8067,-0.31000000000000005,RO,K,SI2,EX,EX,EX,None,5.01-5.09
8068,-0.3,RO,L,SI2,EX,EX,EX,None,5.01-5.09
8069,-0.31999999999999995,RO,M,SI2,EX,EX,EX,None,5.01-5.09
8070,-0.15,RO,D,I1,EX,EX,EX,None,5.01-5.09
8071,-0.15,RO,E,I1,EX,EX,EX,None,5.01-5.09
8072,-0.15,RO,F,I1,EX,EX,EX,None,5.01-5.09
8073,-0.13,RO,G,I1,EX,EX,EX,None,5.01-5.09
8074,-0.1,RO,H,I1,EX,EX,EX,None,5.01-5.09
8075,-0.1,RO,I,I1,EX,EX,EX,None,5.01-5.09
8076,-0.15,RO,J,I1,EX,EX,EX,None,5.01-5.09
8077,-0.15,RO,K,I1,EX,EX,EX,None,5.01-5.09
8078,-0.15,RO,L,I1,EX,EX,EX,None,5.01-5.09
8079,-0.16,RO,M,I1,EX,EX,EX,None,5.01-5.09
8080,-0.41,RO,D,IF,EX,DD,DD,None,5.01-5.09
8081,-0.44,RO,E,IF,EX,DD,DD,None,5.01-5.09
8082,-0.43,RO,F,IF,EX,DD,DD,None,5.01-5.09
8083,-0.41,RO,G,IF,EX,DD,DD,None,5.01-5.09
8084,-0.41,RO,H,IF,EX,DD,DD,None,5.01-5.09
8085,-0.42,RO,I,IF,EX,DD,DD,None,5.01-5.09
8086,-0.44,RO,J,IF,EX,DD,DD,None,5.01-5.09
8087,-0.43,RO,K,IF,EX,DD,DD,None,5.01-5.09
8088,-0.43,RO,L,IF,EX,DD,DD,None,5.01-5.09
8089,-0.43,RO,M,IF,EX,DD,DD,None,5.01-5.09
8090,-0.42,RO,D,VVS1,EX,DD,DD,None,5.01-5.09
8091,-0.42,RO,E,VVS1,EX,DD,DD,None,5.01-5.09
8092,-0.41,RO,F,VVS1,EX,DD,DD,None,5.01-5.09
8093,-0.3899999999999999,RO,G,VVS1,EX,DD,DD,None,5.01-5.09
8094,-0.3899999999999999,RO,H,VVS1,EX,DD,DD,None,5.01-5.09
8095,-0.4,RO,I,VVS1,EX,DD,DD,None,5.01-5.09
8096,-0.43,RO,J,VVS1,EX,DD,DD,None,5.01-5.09
8097,-0.41,RO,K,VVS1,EX,DD,DD,None,5.01-5.09
8098,-0.41,RO,L,VVS1,EX,DD,DD,None,5.01-5.09
8099,-0.42,RO,M,VVS1,EX,DD,DD,None,5.01-5.09
8100,-0.42,RO,D,VVS2,EX,DD,DD,None,5.01-5.09
8101,-0.39,RO,E,VVS2,EX,DD,DD,None,5.01-5.09
8102,-0.4,RO,F,VVS2,EX,DD,DD,None,5.01-5.09
8103,-0.3899999999999999,RO,G,VVS2,EX,DD,DD,None,5.01-5.09
8104,-0.38,RO,H,VVS2,EX,DD,DD,None,5.01-5.09
8105,-0.38,RO,I,VVS2,EX,DD,DD,None,5.01-5.09
8106,-0.41999999999999993,RO,J,VVS2,EX,DD,DD,None,5.01-5.09
8107,-0.4,RO,K,VVS2,EX,DD,DD,None,5.01-5.09
8108,-0.4,RO,L,VVS2,EX,DD,DD,None,5.01-5.09
8109,-0.41,RO,M,VVS2,EX,DD,DD,None,5.01-5.09
8110,-0.38,RO,D,VS1,EX,DD,DD,None,5.01-5.09
8111,-0.37,RO,E,VS1,EX,DD,DD,None,5.01-5.09
8112,-0.37,RO,F,VS1,EX,DD,DD,None,5.01-5.09
8113,-0.36,RO,G,VS1,EX,DD,DD,None,5.01-5.09
8114,-0.36,RO,H,VS1,EX,DD,DD,None,5.01-5.09
8115,-0.35,RO,I,VS1,EX,DD,DD,None,5.01-5.09
8116,-0.4,RO,J,VS1,EX,DD,DD,None,5.01-5.09
8117,-0.38,RO,K,VS1,EX,DD,DD,None,5.01-5.09
8118,-0.38,RO,L,VS1,EX,DD,DD,None,5.01-5.09
8119,-0.37,RO,M,VS1,EX,DD,DD,None,5.01-5.09
8120,-0.36,RO,D,VS2,EX,DD,DD,None,5.01-5.09
8121,-0.38,RO,E,VS2,EX,DD,DD,None,5.01-5.09
8122,-0.36,RO,F,VS2,EX,DD,DD,None,5.01-5.09
8123,-0.35,RO,G,VS2,EX,DD,DD,None,5.01-5.09
8124,-0.35,RO,H,VS2,EX,DD,DD,None,5.01-5.09
8125,-0.35,RO,I,VS2,EX,DD,DD,None,5.01-5.09
8126,-0.4,RO,J,VS2,EX,DD,DD,None,5.01-5.09
8127,-0.37,RO,K,VS2,EX,DD,DD,None,5.01-5.09
8128,-0.35999999999999993,RO,L,VS2,EX,DD,DD,None,5.01-5.09
8129,-0.35999999999999993,RO,M,VS2,EX,DD,DD,None,5.01-5.09
8130,-0.37,RO,D,SI1,EX,DD,DD,None,5.01-5.09
8131,-0.37,RO,E,SI1,EX,DD,DD,None,5.01-5.09
8132,-0.37,RO,F,SI1,EX,DD,DD,None,5.01-5.09
8133,-0.37,RO,G,SI1,EX,DD,DD,None,5.01-5.09
8134,-0.36,RO,H,SI1,EX,DD,DD,None,5.01-5.09
8135,-0.36,RO,I,SI1,EX,DD,DD,None,5.01-5.09
8136,-0.38,RO,J,SI1,EX,DD,DD,None,5.01-5.09
8137,-0.35999999999999993,RO,K,SI1,EX,DD,DD,None,5.01-5.09
8138,-0.37,RO,L,SI1,EX,DD,DD,None,5.01-5.09
8139,-0.35999999999999993,RO,M,SI1,EX,DD,DD,None,5.01-5.09
8140,-0.36,RO,D,SI2,EX,DD,DD,None,5.01-5.09
8141,-0.38,RO,E,SI2,EX,DD,DD,None,5.01-5.09
8142,-0.36,RO,F,SI2,EX,DD,DD,None,5.01-5.09
8143,-0.36,RO,G,SI2,EX,DD,DD,None,5.01-5.09
8144,-0.35,RO,H,SI2,EX,DD,DD,None,5.01-5.09
8145,-0.36,RO,I,SI2,EX,DD,DD,None,5.01-5.09
8146,-0.39,RO,J,SI2,EX,DD,DD,None,5.01-5.09
8147,-0.3400000000000001,RO,K,SI2,EX,DD,DD,None,5.01-5.09
8148,-0.33,RO,L,SI2,EX,DD,DD,None,5.01-5.09
8149,-0.35,RO,M,SI2,EX,DD,DD,None,5.01-5.09
8150,-0.19,RO,D,I1,EX,DD,DD,None,5.01-5.09
8151,-0.19,RO,E,I1,EX,DD,DD,None,5.01-5.09
8152,-0.19,RO,F,I1,EX,DD,DD,None,5.01-5.09
8153,-0.17,RO,G,I1,EX,DD,DD,None,5.01-5.09
8154,-0.14,RO,H,I1,EX,DD,DD,None,5.01-5.09
8155,-0.14,RO,I,I1,EX,DD,DD,None,5.01-5.09
8156,-0.18,RO,J,I1,EX,DD,DD,None,5.01-5.09
8157,-0.18,RO,K,I1,EX,DD,DD,None,5.01-5.09
8158,-0.18,RO,L,I1,EX,DD,DD,None,5.01-5.09
