level_0,index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
12804,,0.45-0.49,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12805,,0.45-0.49,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12806,,0.45-0.49,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12807,,0.45-0.49,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12808,,0.45-0.49,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12809,,0.45-0.49,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12810,,0.50-0.59,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12811,,0.50-0.59,Strong,SI1,EX,VG,GD,-7.0,-6.5,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12812,,0.50-0.59,Strong,SI2,EX,VG,GD,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12813,,0.50-0.59,Strong,VS1,EX,VG,GD,-6.0,-6.5,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12814,,0.50-0.59,Strong,VS2,EX,VG,GD,-5.5,-5.5,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12815,,0.50-0.59,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12816,,0.50-0.59,Strong,VVS2,EX,VG,GD,-5.0,-6.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12817,,0.60-0.69,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12818,,0.60-0.69,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12819,,0.60-0.69,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12820,,0.60-0.69,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12821,,0.60-0.69,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12822,,0.60-0.69,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12823,,0.60-0.69,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12824,,0.70-0.74,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0
12825,,0.70-0.74,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12826,,0.70-0.74,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12827,,0.70-0.74,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12828,,0.70-0.74,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12829,,0.70-0.74,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12830,,0.70-0.74,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0
12831,,0.75-0.79,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12832,,0.75-0.79,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12833,,0.75-0.79,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12834,,0.75-0.79,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12835,,0.75-0.79,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12836,,0.75-0.79,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12837,,0.75-0.79,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12838,,0.80-0.89,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12839,,0.80-0.89,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12840,,0.80-0.89,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12841,,0.80-0.89,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12842,,0.80-0.89,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12843,,0.80-0.89,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12844,,0.80-0.89,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12845,,0.90-0.94,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12846,,0.90-0.94,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12847,,0.90-0.94,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12848,,0.90-0.94,Strong,VS1,EX,VG,GD,-5.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12849,,0.90-0.94,Strong,VS2,EX,VG,GD,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12850,,0.90-0.94,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12851,,0.90-0.94,Strong,VVS2,EX,VG,GD,-5.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12852,,0.95-0.99,Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12853,,0.95-0.99,Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12854,,0.95-0.99,Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12855,,0.95-0.99,Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12856,,0.95-0.99,Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12857,,0.95-0.99,Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12858,,0.95-0.99,Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12859,,0.30-0.34,Strong,IF,VG,VG,GD,-2.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
12860,,0.30-0.34,Strong,SI1,VG,VG,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
12861,,0.30-0.34,Strong,SI2,VG,VG,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
12862,,0.30-0.34,Strong,VS1,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
12863,,0.30-0.34,Strong,VS2,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
12864,,0.30-0.34,Strong,VVS1,VG,VG,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
12865,,0.30-0.34,Strong,VVS2,VG,VG,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
12866,,0.35-0.39,Strong,IF,VG,VG,GD,-2.5,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
12867,,0.35-0.39,Strong,SI1,VG,VG,GD,-2.0,-2.0,-3.0,-3.0,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0
12868,,0.35-0.39,Strong,SI2,VG,VG,GD,-2.0,-2.0,-3.0,-3.0,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0
12869,,0.35-0.39,Strong,VS1,VG,VG,GD,-3.5,-3.0,-3.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5
12870,,0.35-0.39,Strong,VS2,VG,VG,GD,-3.0,-2.5,-3.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5
12871,,0.35-0.39,Strong,VVS1,VG,VG,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
12872,,0.35-0.39,Strong,VVS2,VG,VG,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
12873,,0.40-0.44,Strong,IF,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
12874,,0.40-0.44,Strong,SI1,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
12875,,0.40-0.44,Strong,SI2,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
12876,,0.40-0.44,Strong,VS1,VG,VG,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
12877,,0.40-0.44,Strong,VS2,VG,VG,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
12878,,0.40-0.44,Strong,VVS1,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
12879,,0.40-0.44,Strong,VVS2,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
12880,,0.45-0.49,Strong,IF,VG,VG,GD,-4.5,-6.5,-7.0,-7.0,-7.0,-6.5,-5.5,-5.5,-5.5,-5.5
12881,,0.45-0.49,Strong,SI1,VG,VG,GD,-3.5,-5.0,-6.0,-6.5,-6.0,-5.5,-4.5,-4.5,-4.5,-4.5
12882,,0.45-0.49,Strong,SI2,VG,VG,GD,-3.5,-5.0,-6.0,-6.5,-6.0,-5.5,-4.5,-4.5,-4.5,-4.5
12883,,0.45-0.49,Strong,VS1,VG,VG,GD,-3.5,-5.0,-5.5,-6.5,-6.0,-5.5,-5.0,-4.5,-4.5,-4.5
12884,,0.45-0.49,Strong,VS2,VG,VG,GD,-3.5,-5.0,-5.5,-6.5,-6.0,-5.5,-5.0,-4.5,-4.5,-4.5
12885,,0.45-0.49,Strong,VVS1,VG,VG,GD,-4.5,-6.5,-7.0,-7.0,-7.0,-6.5,-5.5,-5.5,-5.5,-5.5
12886,,0.45-0.49,Strong,VVS2,VG,VG,GD,-4.5,-6.5,-7.0,-7.0,-7.0,-6.5,-5.5,-5.5,-5.5,-5.5
12887,,0.50-0.59,Strong,IF,VG,VG,GD,-1.5,-4.5,-5.0,-6.0,-3.5,-4.5,-7.0,-7.0,-7.0,-7.0
12888,,0.50-0.59,Strong,SI1,VG,VG,GD,-2.5,-2.0,-1.5,-4.0,-5.5,-6.0,-7.0,-7.0,-7.0,-7.0
12889,,0.50-0.59,Strong,SI2,VG,VG,GD,-3.0,-2.5,-2.0,-4.0,-4.5,-4.5,-7.0,-7.0,-7.0,-7.0
12890,,0.50-0.59,Strong,VS1,VG,VG,GD,-1.5,-2.5,-2.5,-4.0,-4.0,-6.0,-7.0,-7.0,-7.0,-7.0
12891,,0.50-0.59,Strong,VS2,VG,VG,GD,-1.5,-1.5,-2.0,-3.5,-4.0,-6.0,-7.0,-6.5,-7.0,-7.0
12892,,0.50-0.59,Strong,VVS1,VG,VG,GD,-1.5,-5.0,-5.0,-5.5,-3.5,-4.0,-6.0,-7.0,-7.0,-6.5
12893,,0.50-0.59,Strong,VVS2,VG,VG,GD,-1.5,-1.5,-2.5,-4.5,-4.0,-4.5,-5.5,-5.5,-7.0,-6.5
12894,,0.60-0.69,Strong,IF,VG,VG,GD,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12895,,0.60-0.69,Strong,SI1,VG,VG,GD,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12896,,0.60-0.69,Strong,SI2,VG,VG,GD,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12897,,0.60-0.69,Strong,VS1,VG,VG,GD,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12898,,0.60-0.69,Strong,VS2,VG,VG,GD,-5.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12899,,0.60-0.69,Strong,VVS1,VG,VG,GD,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12900,,0.60-0.69,Strong,VVS2,VG,VG,GD,-5.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12901,,0.70-0.74,Strong,IF,VG,VG,GD,-3.5,-5.5,-7.0,-5.5,-3.0,-4.5,-6.0,-6.5,-7.0,-7.0
12902,,0.70-0.74,Strong,SI1,VG,VG,GD,-3.5,-4.5,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12903,,0.70-0.74,Strong,SI2,VG,VG,GD,-3.5,-4.0,-4.5,-5.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0
12904,,0.70-0.74,Strong,VS1,VG,VG,GD,-5.0,-4.5,-5.5,-7.0,-5.0,-7.0,-7.0,-7.0,-7.0,-5.5
12905,,0.70-0.74,Strong,VS2,VG,VG,GD,-3.0,-4.0,-5.0,-5.5,-6.0,-6.5,-7.0,-7.0,-7.0,-6.0
12906,,0.70-0.74,Strong,VVS1,VG,VG,GD,-5.5,-5.5,-7.0,-5.0,-3.5,-4.5,-6.5,-7.0,-6.5,-7.0
12907,,0.70-0.74,Strong,VVS2,VG,VG,GD,-3.0,-4.0,-6.0,-4.5,-3.0,-5.0,-6.5,-6.5,-7.0,-4.5
12908,,0.75-0.79,Strong,IF,VG,VG,GD,-6.5,-7.0,-7.0,-7.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0
12909,,0.75-0.79,Strong,SI1,VG,VG,GD,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12910,,0.75-0.79,Strong,SI2,VG,VG,GD,-4.5,-6.0,-5.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12911,,0.75-0.79,Strong,VS1,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12912,,0.75-0.79,Strong,VS2,VG,VG,GD,-5.5,-5.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12913,,0.75-0.79,Strong,VVS1,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0
12914,,0.75-0.79,Strong,VVS2,VG,VG,GD,-6.0,-6.0,-7.0,-5.0,-5.0,-7.0,-7.0,-7.0,-7.0,-6.5
12915,,0.80-0.89,Strong,IF,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12916,,0.80-0.89,Strong,SI1,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12917,,0.80-0.89,Strong,SI2,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12918,,0.80-0.89,Strong,VS1,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12919,,0.80-0.89,Strong,VS2,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12920,,0.80-0.89,Strong,VVS1,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12921,,0.80-0.89,Strong,VVS2,VG,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12922,,0.90-0.94,Strong,IF,VG,VG,GD,-2.5,-2.5,-2.5,-2.0,-2.0,-7.0,-7.0,-7.0,-6.0,-4.5
12923,,0.90-0.94,Strong,SI1,VG,VG,GD,-4.0,-6.0,-6.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-6.5
12924,,0.90-0.94,Strong,SI2,VG,VG,GD,-2.0,-3.0,-5.0,-4.5,-5.0,-7.0,-7.0,-7.0,-7.0,-7.0
12925,,0.90-0.94,Strong,VS1,VG,VG,GD,-1.5,-2.5,-4.5,-5.0,-4.0,-6.0,-7.0,-7.0,-7.0,-7.0
12926,,0.90-0.94,Strong,VS2,VG,VG,GD,-1.5,-4.0,-4.0,-5.5,-4.5,-6.0,-6.5,-7.0,-7.0,-7.0
12927,,0.90-0.94,Strong,VVS1,VG,VG,GD,-2.5,-3.5,-4.0,-3.0,-2.0,-6.5,-7.0,-7.0,-6.0,-5.5
12928,,0.90-0.94,Strong,VVS2,VG,VG,GD,-1.5,-2.0,-3.5,-3.0,-2.0,-5.0,-6.0,-6.0,-5.5,-6.0
12929,,0.95-0.99,Strong,IF,VG,VG,GD,-5.0,-6.0,-6.0,-3.0,-4.0,-7.0,-7.0,-7.0,-7.0,-7.0
12930,,0.95-0.99,Strong,SI1,VG,VG,GD,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12931,,0.95-0.99,Strong,SI2,VG,VG,GD,-3.0,-5.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12932,,0.95-0.99,Strong,VS1,VG,VG,GD,-3.0,-5.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12933,,0.95-0.99,Strong,VS2,VG,VG,GD,-7.0,-7.0,-6.5,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0
12934,,0.95-0.99,Strong,VVS1,VG,VG,GD,-4.0,-5.5,-5.0,-5.0,-5.0,-7.0,-7.0,-7.0,-7.0,-7.0
12935,,0.95-0.99,Strong,VVS2,VG,VG,GD,-3.0,-3.5,-5.5,-5.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0
12936,,0.30-0.34,Very Strong,IF,EX,VG,GD,-6.0,-7.0,-6.5,-6.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
12937,,0.30-0.34,Very Strong,SI1,EX,VG,GD,-6.0,-6.0,-5.5,-5.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
12938,,0.30-0.34,Very Strong,SI2,EX,VG,GD,-6.0,-6.0,-5.5,-5.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
12939,,0.30-0.34,Very Strong,VS1,EX,VG,GD,-6.0,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5
12940,,0.30-0.34,Very Strong,VS2,EX,VG,GD,-6.0,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5
12941,,0.30-0.34,Very Strong,VVS1,EX,VG,GD,-7.0,-7.0,-6.5,-6.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
12942,,0.30-0.34,Very Strong,VVS2,EX,VG,GD,-7.0,-7.0,-6.5,-6.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
12943,,0.35-0.39,Very Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-6.5,-6.5,-6.0,-6.0,-5.5,-5.5,-5.5
12944,,0.35-0.39,Very Strong,SI1,EX,VG,GD,-6.0,-6.0,-6.0,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5
12945,,0.35-0.39,Very Strong,SI2,EX,VG,GD,-6.0,-6.0,-6.0,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5
12946,,0.35-0.39,Very Strong,VS1,EX,VG,GD,-7.0,-7.0,-6.0,-5.5,-5.0,-5.5,-5.5,-5.5,-5.5,-5.5
12947,,0.35-0.39,Very Strong,VS2,EX,VG,GD,-7.0,-6.5,-6.0,-5.5,-5.0,-5.5,-5.5,-5.5,-5.5,-5.5
12948,,0.35-0.39,Very Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-6.5,-6.5,-6.0,-6.0,-5.5,-5.5,-5.5
12949,,0.35-0.39,Very Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-6.5,-6.5,-6.0,-6.0,-5.5,-5.5,-5.5
12950,,0.40-0.44,Very Strong,IF,EX,VG,GD,-6.5,-6.5,-6.0,-7.0,-6.5,-6.0,-6.5,-6.0,-6.0,-6.0
12951,,0.40-0.44,Very Strong,SI1,EX,VG,GD,-6.0,-5.5,-6.0,-6.0,-5.5,-5.5,-5.0,-4.5,-4.5,-4.5
12952,,0.40-0.44,Very Strong,SI2,EX,VG,GD,-6.0,-5.5,-6.0,-6.0,-5.5,-5.5,-5.0,-4.5,-4.5,-4.5
12953,,0.40-0.44,Very Strong,VS1,EX,VG,GD,-6.0,-5.5,-6.0,-6.0,-5.5,-6.0,-6.0,-5.5,-5.5,-5.5
12954,,0.40-0.44,Very Strong,VS2,EX,VG,GD,-6.0,-5.5,-6.0,-6.0,-5.5,-6.0,-6.0,-5.5,-5.5,-5.5
12955,,0.40-0.44,Very Strong,VVS1,EX,VG,GD,-6.5,-6.5,-6.0,-7.0,-6.5,-6.0,-6.5,-6.0,-6.0,-6.0
12956,,0.40-0.44,Very Strong,VVS2,EX,VG,GD,-6.5,-6.5,-6.0,-7.0,-6.5,-6.0,-6.5,-6.0,-6.0,-6.0
12957,,0.45-0.49,Very Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12958,,0.45-0.49,Very Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12959,,0.45-0.49,Very Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12960,,0.45-0.49,Very Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12961,,0.45-0.49,Very Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12962,,0.45-0.49,Very Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12963,,0.45-0.49,Very Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12964,,0.50-0.59,Very Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12965,,0.50-0.59,Very Strong,SI1,EX,VG,GD,-7.0,-6.5,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12966,,0.50-0.59,Very Strong,SI2,EX,VG,GD,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12967,,0.50-0.59,Very Strong,VS1,EX,VG,GD,-6.0,-6.5,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12968,,0.50-0.59,Very Strong,VS2,EX,VG,GD,-5.5,-5.5,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12969,,0.50-0.59,Very Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12970,,0.50-0.59,Very Strong,VVS2,EX,VG,GD,-5.0,-6.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12971,,0.60-0.69,Very Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12972,,0.60-0.69,Very Strong,SI1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12973,,0.60-0.69,Very Strong,SI2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12974,,0.60-0.69,Very Strong,VS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12975,,0.60-0.69,Very Strong,VS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12976,,0.60-0.69,Very Strong,VVS1,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12977,,0.60-0.69,Very Strong,VVS2,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
12978,,0.70-0.74,Very Strong,IF,EX,VG,GD,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0
