level_0,index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
4680,4680.0,0.80-0.89,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4681,4681.0,0.80-0.89,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4682,4682.0,0.80-0.89,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4683,4683.0,0.90-0.94,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4684,4684.0,0.90-0.94,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4685,4685.0,0.90-0.94,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4686,4686.0,0.90-0.94,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4687,4687.0,0.90-0.94,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4688,4688.0,0.90-0.94,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4689,4689.0,0.90-0.94,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4690,4690.0,0.95-0.99,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4691,4691.0,0.95-0.99,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4692,4692.0,0.95-0.99,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4693,4693.0,0.95-0.99,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4694,4694.0,0.95-0.99,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4695,4695.0,0.95-0.99,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4696,4696.0,0.95-0.99,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4697,4697.0,0.30-0.34,None,IF,VG,VG,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4698,4698.0,0.30-0.34,None,SI1,VG,VG,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
4699,4699.0,0.30-0.34,None,SI2,VG,VG,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
4700,4700.0,0.30-0.34,None,VS1,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
4701,4701.0,0.30-0.34,None,VS2,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
4702,4702.0,0.30-0.34,None,VVS1,VG,VG,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4703,4703.0,0.30-0.34,None,VVS2,VG,VG,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4704,4704.0,0.35-0.39,None,IF,VG,VG,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4705,4705.0,0.35-0.39,None,SI1,VG,VG,GD,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0
4706,4706.0,0.35-0.39,None,SI2,VG,VG,GD,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0
4707,4707.0,0.35-0.39,None,VS1,VG,VG,GD,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4708,4708.0,0.35-0.39,None,VS2,VG,VG,GD,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4709,4709.0,0.35-0.39,None,VVS1,VG,VG,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4710,4710.0,0.35-0.39,None,VVS2,VG,VG,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4711,4711.0,0.40-0.44,None,IF,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4712,4712.0,0.40-0.44,None,SI1,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
4713,4713.0,0.40-0.44,None,SI2,VG,VG,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
4714,4714.0,0.40-0.44,None,VS1,VG,VG,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
4715,4715.0,0.40-0.44,None,VS2,VG,VG,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
4716,4716.0,0.40-0.44,None,VVS1,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4717,4717.0,0.40-0.44,None,VVS2,VG,VG,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4718,4718.0,0.45-0.49,None,IF,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
4719,4719.0,0.45-0.49,None,SI1,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-2.5,-2.5,-2.5,-2.5
4720,4720.0,0.45-0.49,None,SI2,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-2.5,-2.5,-2.5,-2.5
4721,4721.0,0.45-0.49,None,VS1,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.5,-2.5
4722,4722.0,0.45-0.49,None,VS2,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.5,-2.5
4723,4723.0,0.45-0.49,None,VVS1,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
4724,4724.0,0.45-0.49,None,VVS2,VG,VG,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
4725,4725.0,0.50-0.59,None,IF,VG,VG,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
4726,4726.0,0.50-0.59,None,SI1,VG,VG,GD,-3.5,-3.0,-3.0,-4.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
4727,4727.0,0.50-0.59,None,SI2,VG,VG,GD,-3.5,-3.0,-3.0,-4.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
4728,4728.0,0.50-0.59,None,VS1,VG,VG,GD,-3.5,-4.0,-4.0,-4.5,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
4729,4729.0,0.50-0.59,None,VS2,VG,VG,GD,-3.5,-4.0,-4.0,-4.5,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
4730,4730.0,0.50-0.59,None,VVS1,VG,VG,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
4731,4731.0,0.50-0.59,None,VVS2,VG,VG,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
4732,4732.0,0.60-0.69,None,IF,VG,VG,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
4733,4733.0,0.60-0.69,None,SI1,VG,VG,GD,-5.0,-4.5,-3.5,-3.5,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0
4734,4734.0,0.60-0.69,None,SI2,VG,VG,GD,-5.0,-4.5,-3.5,-3.5,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0
4735,4735.0,0.60-0.69,None,VS1,VG,VG,GD,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
4736,4736.0,0.60-0.69,None,VS2,VG,VG,GD,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
4737,4737.0,0.60-0.69,None,VVS1,VG,VG,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
4738,4738.0,0.60-0.69,None,VVS2,VG,VG,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
4739,4739.0,0.70-0.74,None,IF,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4740,4740.0,0.70-0.74,None,SI1,VG,VG,GD,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
4741,4741.0,0.70-0.74,None,SI2,VG,VG,GD,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
4742,4742.0,0.70-0.74,None,VS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4743,4743.0,0.70-0.74,None,VS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4744,4744.0,0.70-0.74,None,VVS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4745,4745.0,0.70-0.74,None,VVS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4746,4746.0,0.75-0.79,None,IF,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4747,4747.0,0.75-0.79,None,SI1,VG,VG,GD,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4748,4748.0,0.75-0.79,None,SI2,VG,VG,GD,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4749,4749.0,0.75-0.79,None,VS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4750,4750.0,0.75-0.79,None,VS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4751,4751.0,0.75-0.79,None,VVS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4752,4752.0,0.75-0.79,None,VVS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4753,4753.0,0.80-0.89,None,IF,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4754,4754.0,0.80-0.89,None,SI1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4755,4755.0,0.80-0.89,None,SI2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4756,4756.0,0.80-0.89,None,VS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4757,4757.0,0.80-0.89,None,VS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4758,4758.0,0.80-0.89,None,VVS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4759,4759.0,0.80-0.89,None,VVS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4760,4760.0,0.90-0.94,None,IF,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4761,4761.0,0.90-0.94,None,SI1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4762,4762.0,0.90-0.94,None,SI2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4763,4763.0,0.90-0.94,None,VS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4764,4764.0,0.90-0.94,None,VS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4765,4765.0,0.90-0.94,None,VVS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4766,4766.0,0.90-0.94,None,VVS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4767,4767.0,0.95-0.99,None,IF,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4768,4768.0,0.95-0.99,None,SI1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4769,4769.0,0.95-0.99,None,SI2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4770,4770.0,0.95-0.99,None,VS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4771,4771.0,0.95-0.99,None,VS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4772,4772.0,0.95-0.99,None,VVS1,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4773,4773.0,0.95-0.99,None,VVS2,VG,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4774,4774.0,0.30-0.34,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
4775,4775.0,0.30-0.34,Faint,SI1,EX,VG,GD,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
4776,4776.0,0.30-0.34,Faint,SI2,EX,VG,GD,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
4777,4777.0,0.30-0.34,Faint,VS1,EX,VG,GD,-4.5,-4.0,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4778,4778.0,0.30-0.34,Faint,VS2,EX,VG,GD,-4.5,-4.0,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4779,4779.0,0.30-0.34,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
4780,4780.0,0.30-0.34,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
4781,4781.0,0.35-0.39,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4782,4782.0,0.35-0.39,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4783,4783.0,0.35-0.39,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4784,4784.0,0.35-0.39,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
4785,4785.0,0.35-0.39,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
4786,4786.0,0.35-0.39,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4787,4787.0,0.35-0.39,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4788,4788.0,0.40-0.44,Faint,IF,EX,VG,GD,-5.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4789,4789.0,0.40-0.44,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.0,-4.0,-4.0
4790,4790.0,0.40-0.44,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.0,-4.0,-4.0
4791,4791.0,0.40-0.44,Faint,VS1,EX,VG,GD,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4792,4792.0,0.40-0.44,Faint,VS2,EX,VG,GD,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4793,4793.0,0.40-0.44,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4794,4794.0,0.40-0.44,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4795,4795.0,0.45-0.49,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4796,4796.0,0.45-0.49,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4797,4797.0,0.45-0.49,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4798,4798.0,0.45-0.49,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4799,4799.0,0.45-0.49,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4800,4800.0,0.45-0.49,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4801,4801.0,0.45-0.49,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4802,4802.0,0.50-0.59,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4803,4803.0,0.50-0.59,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4804,4804.0,0.50-0.59,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4805,4805.0,0.50-0.59,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4806,4806.0,0.50-0.59,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4807,4807.0,0.50-0.59,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4808,4808.0,0.50-0.59,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4809,4809.0,0.60-0.69,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4810,4810.0,0.60-0.69,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4811,4811.0,0.60-0.69,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4812,4812.0,0.60-0.69,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4813,4813.0,0.60-0.69,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4814,4814.0,0.60-0.69,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4815,4815.0,0.60-0.69,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4816,4816.0,0.70-0.74,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4817,4817.0,0.70-0.74,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4818,4818.0,0.70-0.74,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4819,4819.0,0.70-0.74,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4820,4820.0,0.70-0.74,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4821,4821.0,0.70-0.74,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4822,4822.0,0.70-0.74,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4823,4823.0,0.75-0.79,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4824,4824.0,0.75-0.79,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4825,4825.0,0.75-0.79,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4826,4826.0,0.75-0.79,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4827,4827.0,0.75-0.79,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4828,4828.0,0.75-0.79,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4829,4829.0,0.75-0.79,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4830,4830.0,0.80-0.89,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4831,4831.0,0.80-0.89,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4832,4832.0,0.80-0.89,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4833,4833.0,0.80-0.89,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4834,4834.0,0.80-0.89,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4835,4835.0,0.80-0.89,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4836,4836.0,0.80-0.89,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4837,4837.0,0.90-0.94,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4838,4838.0,0.90-0.94,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4839,4839.0,0.90-0.94,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4840,4840.0,0.90-0.94,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4841,4841.0,0.90-0.94,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4842,4842.0,0.90-0.94,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4843,4843.0,0.90-0.94,Faint,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4844,4844.0,0.95-0.99,Faint,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4845,4845.0,0.95-0.99,Faint,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4846,4846.0,0.95-0.99,Faint,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4847,4847.0,0.95-0.99,Faint,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4848,4848.0,0.95-0.99,Faint,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4849,4849.0,0.95-0.99,Faint,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
