Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,
-0.5,RO,H,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.5,RO,I,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.47,RO,J,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.45,RO,K,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.46,RO,L,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.47,RO,M,SI2,EX,EX,EX,Very Strong,1.01-1.09,
-0.39,RO,D,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.42,RO,E,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.44,RO,F,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.46,RO,G,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.45,RO,H,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.4,RO,I,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.43,RO,J,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.44,RO,K,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.44,RO,L,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.45,RO,M,I1,EX,EX,EX,Very Strong,1.01-1.09,
-0.32,RO,D,IF,EX,X,X,None,1.01-1.09,
-0.35,RO,E,IF,EX,X,X,None,1.01-1.09,
-0.35,RO,F,IF,EX,X,X,None,1.01-1.09,
-0.33,RO,G,IF,EX,X,X,None,1.01-1.09,
-0.35,RO,H,IF,EX,X,X,None,1.01-1.09,
-0.33,RO,I,IF,EX,X,X,None,1.01-1.09,
-0.3,RO,J,IF,EX,X,X,None,1.01-1.09,
-0.32,RO,K,IF,EX,X,X,None,1.01-1.09,
-0.32,RO,L,IF,EX,X,X,None,1.01-1.09,
-0.35,RO,M,IF,EX,X,X,None,1.01-1.09,
-0.34,RO,D,VVS1,EX,X,X,None,1.01-1.09,
-0.34,RO,E,VVS1,EX,X,X,None,1.01-1.09,
-0.34,RO,F,VVS1,EX,X,X,None,1.01-1.09,
-0.33,RO,G,VVS1,EX,X,X,None,1.01-1.09,
-0.33,RO,H,VVS1,EX,X,X,None,1.01-1.09,
-0.33,RO,I,VVS1,EX,X,X,None,1.01-1.09,
-0.31,RO,J,VVS1,EX,X,X,None,1.01-1.09,
-0.31,RO,K,VVS1,EX,X,X,None,1.01-1.09,
-0.3,RO,L,VVS1,EX,X,X,None,1.01-1.09,
-0.36,RO,M,VVS1,EX,X,X,None,1.01-1.09,
-0.35,RO,D,VVS2,EX,X,X,None,1.01-1.09,
-0.35,RO,E,VVS2,EX,X,X,None,1.01-1.09,
-0.35,RO,F,VVS2,EX,X,X,None,1.01-1.09,
-0.32,RO,G,VVS2,EX,X,X,None,1.01-1.09,
-0.31,RO,H,VVS2,EX,X,X,None,1.01-1.09,
-0.33,RO,I,VVS2,EX,X,X,None,1.01-1.09,
-0.29,RO,J,VVS2,EX,X,X,None,1.01-1.09,
-0.3,RO,K,VVS2,EX,X,X,None,1.01-1.09,
-0.29,RO,L,VVS2,EX,X,X,None,1.01-1.09,
-0.36,RO,M,VVS2,EX,X,X,None,1.01-1.09,
-0.35,RO,D,VS1,EX,X,X,None,1.01-1.09,
-0.35,RO,E,VS1,EX,X,X,None,1.01-1.09,
-0.38,RO,F,VS1,EX,X,X,None,1.01-1.09,
-0.34,RO,G,VS1,EX,X,X,None,1.01-1.09,
-0.31,RO,H,VS1,EX,X,X,None,1.01-1.09,
-0.35,RO,I,VS1,EX,X,X,None,1.01-1.09,
-0.3,RO,J,VS1,EX,X,X,None,1.01-1.09,
-0.32,RO,K,VS1,EX,X,X,None,1.01-1.09,
-0.3,RO,L,VS1,EX,X,X,None,1.01-1.09,
-0.35,RO,M,VS1,EX,X,X,None,1.01-1.09,
-0.33,RO,D,VS2,EX,X,X,None,1.01-1.09,
-0.35,RO,E,VS2,EX,X,X,None,1.01-1.09,
-0.36,RO,F,VS2,EX,X,X,None,1.01-1.09,
-0.35,RO,G,VS2,EX,X,X,None,1.01-1.09,
-0.33,RO,H,VS2,EX,X,X,None,1.01-1.09,
-0.34,RO,I,VS2,EX,X,X,None,1.01-1.09,
-0.32,RO,J,VS2,EX,X,X,None,1.01-1.09,
-0.31,RO,K,VS2,EX,X,X,None,1.01-1.09,
-0.3,RO,L,VS2,EX,X,X,None,1.01-1.09,
-0.34,RO,M,VS2,EX,X,X,None,1.01-1.09,
-0.38,RO,D,SI1,EX,X,X,None,1.01-1.09,
-0.35,RO,E,SI1,EX,X,X,None,1.01-1.09,
-0.34,RO,F,SI1,EX,X,X,None,1.01-1.09,
-0.33,RO,G,SI1,EX,X,X,None,1.01-1.09,
-0.35,RO,H,SI1,EX,X,X,None,1.01-1.09,
-0.38,RO,I,SI1,EX,X,X,None,1.01-1.09,
-0.34,RO,J,SI1,EX,X,X,None,1.01-1.09,
-0.35,RO,K,SI1,EX,X,X,None,1.01-1.09,
-0.3,RO,L,SI1,EX,X,X,None,1.01-1.09,
-0.36,RO,M,SI1,EX,X,X,None,1.01-1.09,
-0.36,RO,D,SI2,EX,X,X,None,1.01-1.09,
-0.37,RO,E,SI2,EX,X,X,None,1.01-1.09,
-0.37,RO,F,SI2,EX,X,X,None,1.01-1.09,
-0.36,RO,G,SI2,EX,X,X,None,1.01-1.09,
-0.38,RO,H,SI2,EX,X,X,None,1.01-1.09,
-0.4,RO,I,SI2,EX,X,X,None,1.01-1.09,
-0.38,RO,J,SI2,EX,X,X,None,1.01-1.09,
-0.37,RO,K,SI2,EX,X,X,None,1.01-1.09,
-0.39,RO,L,SI2,EX,X,X,None,1.01-1.09,
-0.38,RO,M,SI2,EX,X,X,None,1.01-1.09,
-0.25,RO,D,I1,EX,X,X,None,1.01-1.09,
-0.34,RO,E,I1,EX,X,X,None,1.01-1.09,
-0.31,RO,F,I1,EX,X,X,None,1.01-1.09,
-0.33,RO,G,I1,EX,X,X,None,1.01-1.09,
-0.3,RO,H,I1,EX,X,X,None,1.01-1.09,
-0.29,RO,I,I1,EX,X,X,None,1.01-1.09,
-0.29,RO,J,I1,EX,X,X,None,1.01-1.09,
-0.3,RO,K,I1,EX,X,X,None,1.01-1.09,
-0.3,RO,L,I1,EX,X,X,None,1.01-1.09,
-0.32,RO,M,I1,EX,X,X,None,1.01-1.09,
-0.46,RO,D,IF,EX,X,X,Faint,1.01-1.09,
-0.4,RO,E,IF,EX,X,X,Faint,1.01-1.09,
-0.41,RO,F,IF,EX,X,X,Faint,1.01-1.09,
-0.35,RO,G,IF,EX,X,X,Faint,1.01-1.09,
-0.39,RO,H,IF,EX,X,X,Faint,1.01-1.09,
-0.36,RO,I,IF,EX,X,X,Faint,1.01-1.09,
-0.36,RO,J,IF,EX,X,X,Faint,1.01-1.09,
-0.36,RO,K,IF,EX,X,X,Faint,1.01-1.09,
-0.35,RO,L,IF,EX,X,X,Faint,1.01-1.09,
-0.4,RO,M,IF,EX,X,X,Faint,1.01-1.09,
-0.45,RO,D,VVS1,EX,X,X,Faint,1.01-1.09,
-0.43,RO,E,VVS1,EX,X,X,Faint,1.01-1.09,
-0.44,RO,F,VVS1,EX,X,X,Faint,1.01-1.09,
-0.39,RO,G,VVS1,EX,X,X,Faint,1.01-1.09,
-0.39,RO,H,VVS1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,I,VVS1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,J,VVS1,EX,X,X,Faint,1.01-1.09,
-0.35,RO,K,VVS1,EX,X,X,Faint,1.01-1.09,
-0.35,RO,L,VVS1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,M,VVS1,EX,X,X,Faint,1.01-1.09,
-0.44,RO,D,VVS2,EX,X,X,Faint,1.01-1.09,
-0.44,RO,E,VVS2,EX,X,X,Faint,1.01-1.09,
-0.44,RO,F,VVS2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,G,VVS2,EX,X,X,Faint,1.01-1.09,
-0.37,RO,H,VVS2,EX,X,X,Faint,1.01-1.09,
-0.38,RO,I,VVS2,EX,X,X,Faint,1.01-1.09,
-0.35,RO,J,VVS2,EX,X,X,Faint,1.01-1.09,
-0.36,RO,K,VVS2,EX,X,X,Faint,1.01-1.09,
-0.38,RO,L,VVS2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,M,VVS2,EX,X,X,Faint,1.01-1.09,
-0.45,RO,D,VS1,EX,X,X,Faint,1.01-1.09,
-0.44,RO,E,VS1,EX,X,X,Faint,1.01-1.09,
-0.44,RO,F,VS1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,G,VS1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,H,VS1,EX,X,X,Faint,1.01-1.09,
-0.37,RO,I,VS1,EX,X,X,Faint,1.01-1.09,
-0.35,RO,J,VS1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,K,VS1,EX,X,X,Faint,1.01-1.09,
-0.37,RO,L,VS1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,M,VS1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,D,VS2,EX,X,X,Faint,1.01-1.09,
-0.43,RO,E,VS2,EX,X,X,Faint,1.01-1.09,
-0.41,RO,F,VS2,EX,X,X,Faint,1.01-1.09,
-0.42,RO,G,VS2,EX,X,X,Faint,1.01-1.09,
-0.36,RO,H,VS2,EX,X,X,Faint,1.01-1.09,
-0.38,RO,I,VS2,EX,X,X,Faint,1.01-1.09,
-0.38,RO,J,VS2,EX,X,X,Faint,1.01-1.09,
-0.36,RO,K,VS2,EX,X,X,Faint,1.01-1.09,
-0.37,RO,L,VS2,EX,X,X,Faint,1.01-1.09,
-0.38,RO,M,VS2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,D,SI1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,E,SI1,EX,X,X,Faint,1.01-1.09,
-0.39,RO,F,SI1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,G,SI1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,H,SI1,EX,X,X,Faint,1.01-1.09,
-0.41,RO,I,SI1,EX,X,X,Faint,1.01-1.09,
-0.4,RO,J,SI1,EX,X,X,Faint,1.01-1.09,
-0.37,RO,K,SI1,EX,X,X,Faint,1.01-1.09,
-0.37,RO,L,SI1,EX,X,X,Faint,1.01-1.09,
-0.38,RO,M,SI1,EX,X,X,Faint,1.01-1.09,
-0.39,RO,D,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,E,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,F,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,G,SI2,EX,X,X,Faint,1.01-1.09,
-0.39,RO,H,SI2,EX,X,X,Faint,1.01-1.09,
-0.41,RO,I,SI2,EX,X,X,Faint,1.01-1.09,
-0.41,RO,J,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,K,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,L,SI2,EX,X,X,Faint,1.01-1.09,
-0.4,RO,M,SI2,EX,X,X,Faint,1.01-1.09,
-0.28,RO,D,I1,EX,X,X,Faint,1.01-1.09,
-0.35,RO,E,I1,EX,X,X,Faint,1.01-1.09,
-0.33,RO,F,I1,EX,X,X,Faint,1.01-1.09,
-0.34,RO,G,I1,EX,X,X,Faint,1.01-1.09,
-0.35,RO,H,I1,EX,X,X,Faint,1.01-1.09,
-0.32,RO,I,I1,EX,X,X,Faint,1.01-1.09,
-0.34,RO,J,I1,EX,X,X,Faint,1.01-1.09,
-0.34,RO,K,I1,EX,X,X,Faint,1.01-1.09,
-0.36,RO,L,I1,EX,X,X,Faint,1.01-1.09,
-0.37,RO,M,I1,EX,X,X,Faint,1.01-1.09,
-0.51,RO,D,IF,EX,X,X,Medium,1.01-1.09,
-0.5,RO,E,IF,EX,X,X,Medium,1.01-1.09,
-0.49,RO,F,IF,EX,X,X,Medium,1.01-1.09,
-0.45,RO,G,IF,EX,X,X,Medium,1.01-1.09,
-0.44,RO,H,IF,EX,X,X,Medium,1.01-1.09,
-0.39,RO,I,IF,EX,X,X,Medium,1.01-1.09,
-0.39,RO,J,IF,EX,X,X,Medium,1.01-1.09,
-0.38,RO,K,IF,EX,X,X,Medium,1.01-1.09,
-0.43,RO,L,IF,EX,X,X,Medium,1.01-1.09,
-0.43,RO,M,IF,EX,X,X,Medium,1.01-1.09,
-0.51,RO,D,VVS1,EX,X,X,Medium,1.01-1.09,
-0.5,RO,E,VVS1,EX,X,X,Medium,1.01-1.09,
-0.5,RO,F,VVS1,EX,X,X,Medium,1.01-1.09,
-0.47,RO,G,VVS1,EX,X,X,Medium,1.01-1.09,
-0.43,RO,H,VVS1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,I,VVS1,EX,X,X,Medium,1.01-1.09,
-0.38,RO,J,VVS1,EX,X,X,Medium,1.01-1.09,
-0.38,RO,K,VVS1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,L,VVS1,EX,X,X,Medium,1.01-1.09,
-0.44,RO,M,VVS1,EX,X,X,Medium,1.01-1.09,
-0.51,RO,D,VVS2,EX,X,X,Medium,1.01-1.09,
-0.5,RO,E,VVS2,EX,X,X,Medium,1.01-1.09,
-0.5,RO,F,VVS2,EX,X,X,Medium,1.01-1.09,
-0.48,RO,G,VVS2,EX,X,X,Medium,1.01-1.09,
-0.42,RO,H,VVS2,EX,X,X,Medium,1.01-1.09,
-0.4,RO,I,VVS2,EX,X,X,Medium,1.01-1.09,
-0.39,RO,J,VVS2,EX,X,X,Medium,1.01-1.09,
-0.4,RO,K,VVS2,EX,X,X,Medium,1.01-1.09,
-0.42,RO,L,VVS2,EX,X,X,Medium,1.01-1.09,
-0.44,RO,M,VVS2,EX,X,X,Medium,1.01-1.09,
-0.5,RO,D,VS1,EX,X,X,Medium,1.01-1.09,
-0.5,RO,E,VS1,EX,X,X,Medium,1.01-1.09,
-0.5,RO,F,VS1,EX,X,X,Medium,1.01-1.09,
-0.48,RO,G,VS1,EX,X,X,Medium,1.01-1.09,
-0.44,RO,H,VS1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,I,VS1,EX,X,X,Medium,1.01-1.09,
-0.39,RO,J,VS1,EX,X,X,Medium,1.01-1.09,
-0.38,RO,K,VS1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,L,VS1,EX,X,X,Medium,1.01-1.09,
-0.43,RO,M,VS1,EX,X,X,Medium,1.01-1.09,
-0.49,RO,D,VS2,EX,X,X,Medium,1.01-1.09,
-0.48,RO,E,VS2,EX,X,X,Medium,1.01-1.09,
-0.47,RO,F,VS2,EX,X,X,Medium,1.01-1.09,
-0.48,RO,G,VS2,EX,X,X,Medium,1.01-1.09,
-0.44,RO,H,VS2,EX,X,X,Medium,1.01-1.09,
-0.4,RO,I,VS2,EX,X,X,Medium,1.01-1.09,
-0.4,RO,J,VS2,EX,X,X,Medium,1.01-1.09,
-0.39,RO,K,VS2,EX,X,X,Medium,1.01-1.09,
-0.42,RO,L,VS2,EX,X,X,Medium,1.01-1.09,
-0.43,RO,M,VS2,EX,X,X,Medium,1.01-1.09,
-0.47,RO,D,SI1,EX,X,X,Medium,1.01-1.09,
-0.47,RO,E,SI1,EX,X,X,Medium,1.01-1.09,
-0.47,RO,F,SI1,EX,X,X,Medium,1.01-1.09,
-0.48,RO,G,SI1,EX,X,X,Medium,1.01-1.09,
-0.44,RO,H,SI1,EX,X,X,Medium,1.01-1.09,
-0.43,RO,I,SI1,EX,X,X,Medium,1.01-1.09,
-0.42,RO,J,SI1,EX,X,X,Medium,1.01-1.09,
-0.39,RO,K,SI1,EX,X,X,Medium,1.01-1.09,
-0.42,RO,L,SI1,EX,X,X,Medium,1.01-1.09,
-0.42,RO,M,SI1,EX,X,X,Medium,1.01-1.09,
-0.47,RO,D,SI2,EX,X,X,Medium,1.01-1.09,
-0.46,RO,E,SI2,EX,X,X,Medium,1.01-1.09,
-0.47,RO,F,SI2,EX,X,X,Medium,1.01-1.09,
-0.45,RO,G,SI2,EX,X,X,Medium,1.01-1.09,
-0.47,RO,H,SI2,EX,X,X,Medium,1.01-1.09,
-0.49,RO,I,SI2,EX,X,X,Medium,1.01-1.09,
-0.45,RO,J,SI2,EX,X,X,Medium,1.01-1.09,
-0.42,RO,K,SI2,EX,X,X,Medium,1.01-1.09,
-0.45,RO,L,SI2,EX,X,X,Medium,1.01-1.09,
-0.45,RO,M,SI2,EX,X,X,Medium,1.01-1.09,
-0.35,RO,D,I1,EX,X,X,Medium,1.01-1.09,
-0.37,RO,E,I1,EX,X,X,Medium,1.01-1.09,
-0.35,RO,F,I1,EX,X,X,Medium,1.01-1.09,
-0.37,RO,G,I1,EX,X,X,Medium,1.01-1.09,
-0.36,RO,H,I1,EX,X,X,Medium,1.01-1.09,
-0.35,RO,I,I1,EX,X,X,Medium,1.01-1.09,
-0.37,RO,J,I1,EX,X,X,Medium,1.01-1.09,
-0.36,RO,K,I1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,L,I1,EX,X,X,Medium,1.01-1.09,
-0.4,RO,M,I1,EX,X,X,Medium,1.01-1.09,
-0.59,RO,D,IF,EX,X,X,Strong,1.01-1.09,
-0.57,RO,E,IF,EX,X,X,Strong,1.01-1.09,
-0.55,RO,F,IF,EX,X,X,Strong,1.01-1.09,
-0.52,RO,G,IF,EX,X,X,Strong,1.01-1.09,
-0.49,RO,H,IF,EX,X,X,Strong,1.01-1.09,
-0.46,RO,I,IF,EX,X,X,Strong,1.01-1.09,
-0.47,RO,J,IF,EX,X,X,Strong,1.01-1.09,
-0.45,RO,K,IF,EX,X,X,Strong,1.01-1.09,
-0.45,RO,L,IF,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,IF,EX,X,X,Strong,1.01-1.09,
-0.58,RO,D,VVS1,EX,X,X,Strong,1.01-1.09,
-0.57,RO,E,VVS1,EX,X,X,Strong,1.01-1.09,
-0.55,RO,F,VVS1,EX,X,X,Strong,1.01-1.09,
-0.52,RO,G,VVS1,EX,X,X,Strong,1.01-1.09,
-0.51,RO,H,VVS1,EX,X,X,Strong,1.01-1.09,
-0.49,RO,I,VVS1,EX,X,X,Strong,1.01-1.09,
-0.45,RO,J,VVS1,EX,X,X,Strong,1.01-1.09,
-0.45,RO,K,VVS1,EX,X,X,Strong,1.01-1.09,
-0.42,RO,L,VVS1,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,VVS1,EX,X,X,Strong,1.01-1.09,
-0.58,RO,D,VVS2,EX,X,X,Strong,1.01-1.09,
-0.57,RO,E,VVS2,EX,X,X,Strong,1.01-1.09,
-0.55,RO,F,VVS2,EX,X,X,Strong,1.01-1.09,
-0.51,RO,G,VVS2,EX,X,X,Strong,1.01-1.09,
-0.5,RO,H,VVS2,EX,X,X,Strong,1.01-1.09,
-0.5,RO,I,VVS2,EX,X,X,Strong,1.01-1.09,
-0.45,RO,J,VVS2,EX,X,X,Strong,1.01-1.09,
-0.45,RO,K,VVS2,EX,X,X,Strong,1.01-1.09,
-0.43,RO,L,VVS2,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,VVS2,EX,X,X,Strong,1.01-1.09,
-0.57,RO,D,VS1,EX,X,X,Strong,1.01-1.09,
-0.57,RO,E,VS1,EX,X,X,Strong,1.01-1.09,
-0.55,RO,F,VS1,EX,X,X,Strong,1.01-1.09,
-0.53,RO,G,VS1,EX,X,X,Strong,1.01-1.09,
-0.49,RO,H,VS1,EX,X,X,Strong,1.01-1.09,
-0.48,RO,I,VS1,EX,X,X,Strong,1.01-1.09,
-0.44,RO,J,VS1,EX,X,X,Strong,1.01-1.09,
-0.43,RO,K,VS1,EX,X,X,Strong,1.01-1.09,
-0.44,RO,L,VS1,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,VS1,EX,X,X,Strong,1.01-1.09,
-0.56,RO,D,VS2,EX,X,X,Strong,1.01-1.09,
-0.54,RO,E,VS2,EX,X,X,Strong,1.01-1.09,
-0.54,RO,F,VS2,EX,X,X,Strong,1.01-1.09,
-0.52,RO,G,VS2,EX,X,X,Strong,1.01-1.09,
-0.49,RO,H,VS2,EX,X,X,Strong,1.01-1.09,
-0.47,RO,I,VS2,EX,X,X,Strong,1.01-1.09,
-0.47,RO,J,VS2,EX,X,X,Strong,1.01-1.09,
-0.44,RO,K,VS2,EX,X,X,Strong,1.01-1.09,
-0.44,RO,L,VS2,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,VS2,EX,X,X,Strong,1.01-1.09,
-0.55,RO,D,SI1,EX,X,X,Strong,1.01-1.09,
-0.53,RO,E,SI1,EX,X,X,Strong,1.01-1.09,
-0.52,RO,F,SI1,EX,X,X,Strong,1.01-1.09,
-0.5,RO,G,SI1,EX,X,X,Strong,1.01-1.09,
-0.47,RO,H,SI1,EX,X,X,Strong,1.01-1.09,
-0.47,RO,I,SI1,EX,X,X,Strong,1.01-1.09,
-0.48,RO,J,SI1,EX,X,X,Strong,1.01-1.09,
-0.43,RO,K,SI1,EX,X,X,Strong,1.01-1.09,
-0.44,RO,L,SI1,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,SI1,EX,X,X,Strong,1.01-1.09,
-0.53,RO,D,SI2,EX,X,X,Strong,1.01-1.09,
-0.53,RO,E,SI2,EX,X,X,Strong,1.01-1.09,
-0.52,RO,F,SI2,EX,X,X,Strong,1.01-1.09,
-0.52,RO,G,SI2,EX,X,X,Strong,1.01-1.09,
-0.51,RO,H,SI2,EX,X,X,Strong,1.01-1.09,
-0.5,RO,I,SI2,EX,X,X,Strong,1.01-1.09,
-0.48,RO,J,SI2,EX,X,X,Strong,1.01-1.09,
-0.45,RO,K,SI2,EX,X,X,Strong,1.01-1.09,
-0.46,RO,L,SI2,EX,X,X,Strong,1.01-1.09,
-0.47,RO,M,SI2,EX,X,X,Strong,1.01-1.09,
-0.39,RO,D,I1,EX,X,X,Strong,1.01-1.09,
-0.4,RO,E,I1,EX,X,X,Strong,1.01-1.09,
-0.42,RO,F,I1,EX,X,X,Strong,1.01-1.09,
-0.43,RO,G,I1,EX,X,X,Strong,1.01-1.09,
-0.42,RO,H,I1,EX,X,X,Strong,1.01-1.09,
-0.4,RO,I,I1,EX,X,X,Strong,1.01-1.09,
-0.4,RO,J,I1,EX,X,X,Strong,1.01-1.09,
-0.42,RO,K,I1,EX,X,X,Strong,1.01-1.09,
-0.44,RO,L,I1,EX,X,X,Strong,1.01-1.09,
-0.44,RO,M,I1,EX,X,X,Strong,1.01-1.09,
-0.65,RO,D,IF,EX,X,X,Very Strong,1.01-1.09,
-0.63,RO,E,IF,EX,X,X,Very Strong,1.01-1.09,
-0.6,RO,F,IF,EX,X,X,Very Strong,1.01-1.09,
-0.57,RO,G,IF,EX,X,X,Very Strong,1.01-1.09,
-0.55,RO,H,IF,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,I,IF,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,J,IF,EX,X,X,Very Strong,1.01-1.09,
-0.51,RO,K,IF,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,L,IF,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,M,IF,EX,X,X,Very Strong,1.01-1.09,
-0.64,RO,D,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.63,RO,E,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.61,RO,F,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,G,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.56,RO,H,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.54,RO,I,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,J,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,K,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.48,RO,L,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,M,VVS1,EX,X,X,Very Strong,1.01-1.09,
-0.63,RO,D,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.62,RO,E,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.6,RO,F,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.57,RO,G,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.55,RO,H,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.56,RO,I,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.51,RO,J,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.51,RO,K,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.48,RO,L,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,M,VVS2,EX,X,X,Very Strong,1.01-1.09,
-0.62,RO,D,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.63,RO,E,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.59,RO,F,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.59,RO,G,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.55,RO,H,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.54,RO,I,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,J,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.49,RO,K,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,L,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,M,VS1,EX,X,X,Very Strong,1.01-1.09,
-0.62,RO,D,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.6,RO,E,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.6,RO,F,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,G,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.55,RO,H,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,I,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,J,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.49,RO,K,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,L,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,M,VS2,EX,X,X,Very Strong,1.01-1.09,
-0.6,RO,D,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.59,RO,E,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,F,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.55,RO,G,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,H,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,I,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,J,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.49,RO,K,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.5,RO,L,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,M,SI1,EX,X,X,Very Strong,1.01-1.09,
-0.59,RO,D,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,E,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,F,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.58,RO,G,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.57,RO,H,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.56,RO,I,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.54,RO,J,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.51,RO,K,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.52,RO,L,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.53,RO,M,SI2,EX,X,X,Very Strong,1.01-1.09,
-0.44,RO,D,I1,EX,X,X,Very Strong,1.01-1.09,
-0.46,RO,E,I1,EX,X,X,Very Strong,1.01-1.09,
-0.47,RO,F,I1,EX,X,X,Very Strong,1.01-1.09,
